Time,NCFCC
1,29.4906
1,28.7594
1,29.4906
1,39.0125
1,29.4906
1,185.884
1,39.0125
1,29.4906
1,39.0125
1,29.4906
1,185.884
1,28.7594
1,29.4906
1,39.0125
1,29.4906
1,39.4344
1,29.4906
1,192.345
1,39.4344
1,29.4906
1,39.4344
1,29.4906
1,192.345
1,39.4344
1,29.4906
1,38.0531
1,29.4906
1,39.0125
1,29.4906
1,39.0125
1,29.4906
1,185.884
1,38.0531
1,29.4906
1,156.968
1,28.7594
1,29.4906
1,38.0531
1,29.4906
1,156.968
1,38.0531
1,29.4906
1,28.7594
1,29.4906
1,28.7594
1,29.4906
1,28.7352
1,29.4906
1,535.196
1,28.7352
1,29.4906
1,535.196
1,38.0531
1,29.4906
1,156.968
1,39.0125
1,29.4906
1,38.0531
1,29.4906
1,39.0125
1,29.4906
1,185.884
1,39.0125
1,29.4906
1,185.884
1,39.0125
1,29.4906
1,56.7594
1,56.7594
1,28.3797
1,54.968
1,28.3797
1,54.968
1,28.3797
1,56.7594
1,28.7594
1,28.0156
1,28.7594
1,28.0156
1,28.7594
1,56.7594
1,28.7594
1,57.5188
1,28.7594
1,57.5188
1,56.7594
1,28.7594
1,57.5188
1,28.7594
1,57.5188
1,56.7594
1,28.7594
1,28.3797
1,29.1281
1,58.2563
1,29.1281
1,58.2563
1,28.3797
1,29.1281
1,56.0312
1,2028.42
1,54.625
1,1978.59
1,56.0312
1,54.625
1,35.9937
1,1346.61
1,35.4312
1,1242.75
1,39.2313
1,1417.64
2,86.2825
2,43.1412
2,194.319
2,86.2825
2,194.319
2,11.3331
2,194.319
2,86.2825
2,43.1412
2,194.319
2,86.2825
2,194.319
2,11.3331
2,194.319
2,86.2825
2,194.319
2,86.2825
2,43.1412
2,194.319
2,11.3331
2,194.319
2,86.2825
2,194.319
2,86.2825
2,43.1412
2,194.319
2,11.3331
2,194.319
2,86.2825
2,43.1412
2,194.319
2,86.2825
2,194.319
2,11.3331
2,194.319
2,86.2825
2,43.1412
2,194.319
2,86.2825
2,194.319
2,11.3331
2,194.319
2,86.2825
2,43.1412
2,194.319
2,86.2825
2,194.319
2,11.3331
2,194.319
2,86.2825
2,311.065
2,86.2825
2,43.7037
2,311.065
2,17.5663
2,311.065
2,86.2825
2,311.065
2,86.2825
2,43.7037
2,311.065
2,17.5663
2,311.065
2,86.2825
2,43.7037
2,311.065
2,86.2825
2,311.065
2,17.5663
2,311.065
2,86.2825
2,43.7037
2,311.065
2,86.2825
2,311.065
2,17.5663
2,311.065
2,86.2825
2,43.7037
2,311.065
2,86.2825
2,311.065
2,17.5663
2,311.065
2,86.2825
2,311.065
2,86.2825
2,43.7037
2,311.065
2,17.5663
2,311.065
2,86.2825
2,311.065
2,86.2825
2,43.7037
2,311.065
2,17.5663
2,311.065
2,86.2825
2,42.6972
2,262.816
2,86.2825
2,262.816
2,14.3603
2,262.816
2,86.2825
2,42.6972
2,262.816
2,86.2825
2,262.816
2,14.3603
2,262.816
2,86.2825
2,42.6972
2,262.816
2,86.2825
2,262.816
2,14.3603
2,262.816
2,86.2825
2,86.2825
2,43.1412
2,86.2825
2,262.816
2,86.2825
2,42.6972
2,262.816
2,14.3603
2,262.816
2,86.2825
2,42.6972
2,262.816
2,86.2825
2,262.816
2,14.3603
2,262.816
2,42.3337
2,42.9853
2,1079.91
2,42.9853
2,2263.76
2,42.9853
2,2263.76
2,42.3337
2,42.9853
2,1079.91
2,85.9706
2,1456.38
2,85.9706
2,42.9853
2,85.9706
2,42.9853
2,85.9706
2,42.9853
2,85.7175
2,1449.58
2,42.8588
2,2255.97
2,42.8588
2,2255.97
2,85.7175
2,42.8588
2,85.6948
2,42.8588
2,85.6948
2,42.8588
2,29.968
2,42.9562
2,1094.85
2,85.9125
2,42.9562
2,85.9125
2,1094.85
2,29.968
2,42.9562
2,1094.85
2,85.8898
2,42.9562
2,85.8898
2,42.9562
2,85.4906
2,42.9562
2,85.8898
2,85.4906
2,42.9562
2,85.8898
2,42.9562
2,85.7175
2,42.9853
2,85.9706
2,85.7175
2,42.9853
2,85.9706
2,42.9853
2,85.8898
2,43.0597
2,86.1194
2,43.0597
2,85.8898
2,43.0597
2,86.1194
2,42.8588
2,42.9853
2,85.9706
2,42.9853
2,42.8588
2,42.9853
2,85.9706
2,42.9389
2,42.9853
2,42.9389
2,42.9853
2,42.9562
2,43.0597
2,42.9336
2,43.0597
2,42.9562
2,43.0597
2,42.9336
2,43.0597
2,85.9125
2,43.0597
2,85.9125
2,43.0597
2,42.9562
2,43.0597
2,42.9562
2,43.0597
2,42.9562
2,43.0597
2,42.9562
2,43.0597
2,86.1194
2,86.1194
2,43.0597
2,21.8852
2,43.0597
2,773.187
2,85.9706
2,43.0597
2,21.8852
2,43.0597
2,773.187
2,86.1194
2,773.187
2,85.9706
2,43.0597
2,86.1194
2,43.0597
2,86.1194
2,43.0597
2,86.1194
2,43.0597
2,85.9706
2,43.0597
2,86.1194
2,85.9706
2,43.0597
2,86.1194
2,43.0597
2,85.8898
2,42.8761
2,85.8898
2,42.9562
2,85.8898
2,42.9562
2,85.8898
2,0.0801562
2,42.7453
2,42.9562
2,42.7453
2,42.9562
2,42.9853
2,43.1412
2,86.1194
2,43.1412
2,42.9853
2,43.1412
2,86.1194
2,43.1412
2,85.9706
2,43.1412
2,85.9706
2,43.1412
2,42.9853
2,43.1412
2,42.9853
2,43.1412
2,86.2825
2,43.1412
2,42.9853
2,43.1412
2,86.2825
2,42.9853
2,43.1412
2,42.9853
2,43.1412
2,86.1194
2,43.1412
2,42.9853
2,43.1412
2,42.9853
2,43.1412
2,771.032
2,86.1194
2,43.1412
2,86.2825
2,771.032
2,86.2825
2,43.1412
2,42.9853
2,43.1412
2,771.032
2,85.7175
2,85.4906
2,42.8588
2,85.7175
2,42.8588
2,85.4906
2,42.8588
2,85.4906
2,42.8588
2,85.7175
2,42.8588
2,85.4906
2,42.8588
2,85.7175
2,42.7453
2,42.9562
2,85.8898
2,42.9562
2,42.7453
2,42.9562
2,85.8898
2,85.9706
2,42.8588
2,42.9853
2,85.9706
2,42.9853
2,42.8588
2,42.9853
2,85.9125
2,42.9853
2,85.9125
2,42.9853
2,85.9706
2,42.9853
2,85.9706
2,42.9853
2,85.9706
2,42.9853
2,85.9706
2,85.8898
2,42.9853
2,85.8898
2,42.9853
2,54.3638
2,43.1747
2,54.3638
2,43.1747
2,54.3638
2,43.1747
2,201.8
2,54.3638
2,43.1747
2,201.8
2,60.7666
2,43.1747
2,307.079
2,57.3384
2,43.1747
2,57.3384
2,43.1747
2,260.825
2,60.7666
2,43.1747
2,60.7666
2,43.1747
2,307.079
2,57.3384
2,43.1747
2,260.825
2,57.3384
2,43.1747
2,60.7666
2,43.1747
2,54.3638
2,43.1747
2,201.8
2,54.3638
2,43.1747
2,54.3638
2,43.1747
2,201.8
2,54.3638
2,43.1747
2,57.3384
2,43.1747
2,260.825
2,57.3384
2,43.1747
2,43.0597
2,43.1747
2,43.0597
2,43.1747
2,60.7666
2,43.1747
2,307.079
2,60.7666
2,43.1747
2,60.7666
2,43.1747
2,307.079
2,43.0597
2,43.1747
2,60.7666
2,43.1747
2,57.3384
2,43.1747
2,260.825
2,57.3384
2,43.1747
2,57.3384
2,43.1747
2,260.825
2,57.3384
2,43.1747
2,54.3638
2,43.1747
2,60.7666
2,43.1747
2,60.7666
2,43.1747
2,307.079
2,54.3638
2,43.1747
2,201.8
2,43.0597
2,43.1747
2,54.3638
2,43.1747
2,201.8
2,54.3638
2,43.1747
2,43.0597
2,43.1747
2,43.0597
2,43.1747
2,43.0791
2,43.1747
2,769.704
2,43.0791
2,43.1747
2,769.704
2,54.3638
2,43.1747
2,201.8
2,60.7666
2,43.1747
2,54.3638
2,43.1747
2,60.7666
2,43.1747
2,307.079
2,60.7666
2,43.1747
2,307.079
2,60.7666
2,43.1747
2,85.9706
2,85.9706
2,42.9853
2,85.6147
2,42.9853
2,85.6147
2,42.9853
2,85.9706
2,43.0597
2,42.9562
2,43.0597
2,42.9562
2,43.0597
2,85.9706
2,43.0597
2,86.1194
2,43.0597
2,86.1194
2,85.9706
2,43.0597
2,86.1194
2,43.0597
2,86.1194
2,85.9706
2,43.0597
2,42.9853
2,43.1412
2,86.2825
2,43.1412
2,86.2825
2,42.9853
2,43.1412
2,85.9125
2,3062.89
2,85.4906
2,3046.33
2,85.9125
2,85.4906
2,58.855
2,2161.01
2,45.5456
2,1568.58
2,67.0025
2,2379.63
3,81.9471
3,40.9736
3,258.314
3,81.9471
3,258.314
3,12.6323
3,258.314
3,81.9471
3,40.9736
3,258.314
3,81.9471
3,258.314
3,12.6323
3,258.314
3,81.9471
3,258.314
3,81.9471
3,40.9736
3,258.314
3,12.6323
3,258.314
3,81.9471
3,258.314
3,81.9471
3,40.9736
3,258.314
3,12.6323
3,258.314
3,81.9471
3,40.9736
3,258.314
3,81.9471
3,258.314
3,12.6323
3,258.314
3,81.9471
3,40.9736
3,258.314
3,81.9471
3,258.314
3,12.6323
3,258.314
3,81.9471
3,40.9736
3,258.314
3,81.9471
3,258.314
3,12.6323
3,258.314
3,81.9471
3,239.103
3,81.9471
3,40.5236
3,239.103
3,12.5601
3,239.103
3,81.9471
3,239.103
3,81.9471
3,40.5236
3,239.103
3,12.5601
3,239.103
3,81.9471
3,40.5236
3,239.103
3,81.9471
3,239.103
3,12.5601
3,239.103
3,81.9471
3,40.5236
3,239.103
3,81.9471
3,239.103
3,12.5601
3,239.103
3,81.9471
3,40.5236
3,239.103
3,81.9471
3,239.103
3,12.5601
3,239.103
3,81.9471
3,239.103
3,81.9471
3,40.5236
3,239.103
3,12.5601
3,239.103
3,81.9471
3,239.103
3,81.9471
3,40.5236
3,239.103
3,12.5601
3,239.103
3,81.9471
3,40.7488
3,318.893
3,81.9471
3,318.893
3,15.1064
3,318.893
3,81.9471
3,40.7488
3,318.893
3,81.9471
3,318.893
3,15.1064
3,318.893
3,81.9471
3,40.7488
3,318.893
3,81.9471
3,318.893
3,15.1064
3,318.893
3,81.9471
3,81.9471
3,40.9736
3,81.9471
3,318.893
3,81.9471
3,40.7488
3,318.893
3,15.1064
3,318.893
3,81.9471
3,40.7488
3,318.893
3,81.9471
3,318.893
3,15.1064
3,318.893
3,42.9996
3,41.6971
3,1153.52
3,41.6971
3,2308.72
3,41.6971
3,2308.72
3,42.9996
3,41.6971
3,1153.52
3,83.3941
3,1496.2
3,83.3941
3,41.6971
3,83.3941
3,41.6971
3,83.3941
3,41.6971
3,84.7091
3,1518.92
3,42.3546
3,2346.19
3,42.3546
3,2346.19
3,84.7091
3,42.3546
3,84.7272
3,42.3546
3,84.7272
3,42.3546
3,31.2452
3,42.0116
3,1166.45
3,84.0231
3,42.0116
3,84.0231
3,1166.45
3,31.2452
3,42.0116
3,1166.45
3,84.0412
3,42.0116
3,84.0412
3,42.0116
3,85.4856
3,42.0116
3,84.0412
3,85.4856
3,42.0116
3,84.0412
3,42.0116
3,84.7091
3,41.6971
3,83.3941
3,84.7091
3,41.6971
3,83.3941
3,41.6971
3,84.0412
3,41.3338
3,82.6676
3,41.3338
3,84.0412
3,41.3338
3,82.6676
3,42.3546
3,41.6971
3,83.3941
3,41.6971
3,42.3546
3,41.6971
3,83.3941
3,42.3706
3,41.6971
3,42.3706
3,41.6971
3,42.0116
3,41.3338
3,42.0297
3,41.3338
3,42.0116
3,41.3338
3,42.0297
3,41.3338
3,84.0231
3,41.3338
3,84.0231
3,41.3338
3,42.0116
3,41.3338
3,42.0116
3,41.3338
3,42.0116
3,41.3338
3,42.0116
3,41.3338
3,82.6676
3,82.6676
3,41.3338
3,22.1708
3,41.3338
3,818.112
3,83.3941
3,41.3338
3,22.1708
3,41.3338
3,818.112
3,82.6676
3,818.112
3,83.3941
3,41.3338
3,82.6676
3,41.3338
3,82.6676
3,41.3338
3,82.6676
3,41.3338
3,83.3941
3,41.3338
3,82.6676
3,83.3941
3,41.3338
3,82.6676
3,41.3338
3,84.0412
3,41.9955
3,84.0412
3,42.0116
3,84.0412
3,42.0116
3,84.0412
3,0.0160312
3,42.7428
3,42.0116
3,42.7428
3,42.0116
3,41.6971
3,40.9736
3,82.6676
3,40.9736
3,41.6971
3,40.9736
3,82.6676
3,40.9736
3,83.3941
3,40.9736
3,83.3941
3,40.9736
3,41.6971
3,40.9736
3,41.6971
3,40.9736
3,81.9471
3,40.9736
3,41.6971
3,40.9736
3,81.9471
3,41.6971
3,40.9736
3,41.6971
3,40.9736
3,82.6676
3,40.9736
3,41.6971
3,40.9736
3,41.6971
3,40.9736
3,817.682
3,82.6676
3,40.9736
3,81.9471
3,817.682
3,81.9471
3,40.9736
3,41.6971
3,40.9736
3,817.682
3,84.7091
3,85.4856
3,42.3546
3,84.7091
3,42.3546
3,85.4856
3,42.3546
3,85.4856
3,42.3546
3,84.7091
3,42.3546
3,85.4856
3,42.3546
3,84.7091
3,42.7428
3,42.0116
3,84.0412
3,42.0116
3,42.7428
3,42.0116
3,84.0412
3,83.3941
3,42.3546
3,41.6971
3,83.3941
3,41.6971
3,42.3546
3,41.6971
3,84.0231
3,41.6971
3,84.0231
3,41.6971
3,83.3941
3,41.6971
3,83.3941
3,41.6971
3,83.3941
3,41.6971
3,83.3941
3,84.0412
3,41.6971
3,84.0412
3,41.6971
3,53.9118
3,40.6568
3,53.9118
3,40.6568
3,53.9118
3,40.6568
3,252.329
3,53.9118
3,40.6568
3,252.329
3,53.7814
3,40.6568
3,238.306
3,56.288
3,40.6568
3,56.288
3,40.6568
3,325.962
3,53.7814
3,40.6568
3,53.7814
3,40.6568
3,238.306
3,56.288
3,40.6568
3,325.962
3,56.288
3,40.6568
3,53.7814
3,40.6568
3,53.9118
3,40.6568
3,252.329
3,53.9118
3,40.6568
3,53.9118
3,40.6568
3,252.329
3,53.9118
3,40.6568
3,56.288
3,40.6568
3,325.962
3,56.288
3,40.6568
3,41.3338
3,40.6568
3,41.3338
3,40.6568
3,53.7814
3,40.6568
3,238.306
3,53.7814
3,40.6568
3,53.7814
3,40.6568
3,238.306
3,41.3338
3,40.6568
3,53.7814
3,40.6568
3,56.288
3,40.6568
3,325.962
3,56.288
3,40.6568
3,56.288
3,40.6568
3,325.962
3,56.288
3,40.6568
3,53.9118
3,40.6568
3,53.7814
3,40.6568
3,53.7814
3,40.6568
3,238.306
3,53.9118
3,40.6568
3,252.329
3,41.3338
3,40.6568
3,53.9118
3,40.6568
3,252.329
3,53.9118
3,40.6568
3,41.3338
3,40.6568
3,41.3338
3,40.6568
3,41.3377
3,40.6568
3,816.596
3,41.3377
3,40.6568
3,816.596
3,53.9118
3,40.6568
3,252.329
3,53.7814
3,40.6568
3,53.9118
3,40.6568
3,53.7814
3,40.6568
3,238.306
3,53.7814
3,40.6568
3,238.306
3,53.7814
3,40.6568
3,83.3941
3,83.3941
3,41.6971
3,84.7112
3,41.6971
3,84.7112
3,41.6971
3,83.3941
3,41.3338
3,42.0116
3,41.3338
3,42.0116
3,41.3338
3,83.3941
3,41.3338
3,82.6676
3,41.3338
3,82.6676
3,83.3941
3,41.3338
3,82.6676
3,41.3338
3,82.6676
3,83.3941
3,41.3338
3,41.6971
3,40.9736
3,81.9471
3,40.9736
3,81.9471
3,41.6971
3,40.9736
3,84.0231
3,2987.53
3,85.4856
3,3040.64
3,84.0231
3,85.4856
3,63.7897
3,2337.16
3,51.4435
3,1766.74
3,54.2755
3,1924.26
4,16.3894
4,8.19471
4,64.9627
4,16.3894
4,64.9627
4,2.52645
4,64.9627
4,16.3894
4,8.19471
4,64.9627
4,16.3894
4,64.9627
4,2.52645
4,64.9627
4,16.3894
4,64.9627
4,16.3894
4,8.19471
4,64.9627
4,2.52645
4,64.9627
4,16.3894
4,64.9627
4,16.3894
4,8.19471
4,64.9627
4,2.52645
4,64.9627
4,16.3894
4,8.19471
4,64.9627
4,16.3894
4,64.9627
4,2.52645
4,64.9627
4,16.3894
4,8.19471
4,64.9627
4,16.3894
4,64.9627
4,2.52645
4,64.9627
4,16.3894
4,8.19471
4,64.9627
4,16.3894
4,64.9627
4,2.52645
4,64.9627
4,16.3894
4,71.0737
4,16.3894
4,8.10471
4,71.0737
4,2.51202
4,71.0737
4,16.3894
4,71.0737
4,16.3894
4,8.10471
4,71.0737
4,2.51202
4,71.0737
4,16.3894
4,8.10471
4,71.0737
4,16.3894
4,71.0737
4,2.51202
4,71.0737
4,16.3894
4,8.10471
4,71.0737
4,16.3894
4,71.0737
4,2.51202
4,71.0737
4,16.3894
4,8.10471
4,71.0737
4,16.3894
4,71.0737
4,2.51202
4,71.0737
4,16.3894
4,71.0737
4,16.3894
4,8.10471
4,71.0737
4,2.51202
4,71.0737
4,16.3894
4,71.0737
4,16.3894
4,8.10471
4,71.0737
4,2.51202
4,71.0737
4,16.3894
4,8.14976
4,99.4552
4,16.3894
4,99.4552
4,3.02129
4,99.4552
4,16.3894
4,8.14976
4,99.4552
4,16.3894
4,99.4552
4,3.02129
4,99.4552
4,16.3894
4,8.14976
4,99.4552
4,16.3894
4,99.4552
4,3.02129
4,99.4552
4,16.3894
4,16.3894
4,8.19471
4,16.3894
4,99.4552
4,16.3894
4,8.14976
4,99.4552
4,3.02129
4,99.4552
4,16.3894
4,8.14976
4,99.4552
4,16.3894
4,99.4552
4,3.02129
4,99.4552
4,8.59991
4,8.33941
4,317.875
4,8.33941
4,461.744
4,8.33941
4,461.744
4,8.59991
4,8.33941
4,317.875
4,16.6788
4,300.072
4,16.6788
4,8.33941
4,16.6788
4,8.33941
4,16.6788
4,8.33941
4,16.9418
4,303.785
4,8.47091
4,469.238
4,8.47091
4,469.238
4,16.9418
4,8.47091
4,16.9454
4,8.47091
4,16.9454
4,8.47091
4,6.24903
4,8.40231
4,282.284
4,16.8046
4,8.40231
4,16.8046
4,282.284
4,6.24903
4,8.40231
4,282.284
4,16.8082
4,8.40231
4,16.8082
4,8.40231
4,17.0971
4,8.40231
4,16.8082
4,17.0971
4,8.40231
4,16.8082
4,8.40231
4,16.9418
4,8.33941
4,16.6788
4,16.9418
4,8.33941
4,16.6788
4,8.33941
4,16.8082
4,8.26676
4,16.5335
4,8.26676
4,16.8082
4,8.26676
4,16.5335
4,8.47091
4,8.33941
4,16.6788
4,8.33941
4,8.47091
4,8.33941
4,16.6788
4,8.47412
4,8.33941
4,8.47412
4,8.33941
4,8.40231
4,8.26676
4,8.40594
4,8.26676
4,8.40231
4,8.26676
4,8.40594
4,8.26676
4,16.8046
4,8.26676
4,16.8046
4,8.26676
4,8.40231
4,8.26676
4,8.40231
4,8.26676
4,8.40231
4,8.26676
4,8.40231
4,8.26676
4,16.5335
4,16.5335
4,8.26676
4,4.43416
4,8.26676
4,213.45
4,16.6788
4,8.26676
4,4.43416
4,8.26676
4,213.45
4,16.5335
4,213.45
4,16.6788
4,8.26676
4,16.5335
4,8.26676
4,16.5335
4,8.26676
4,16.5335
4,8.26676
4,16.6788
4,8.26676
4,16.5335
4,16.6788
4,8.26676
4,16.5335
4,8.26676
4,16.8082
4,8.39911
4,16.8082
4,8.40231
4,16.8082
4,8.40231
4,16.8082
4,0.00320625
4,8.54856
4,8.40231
4,8.54856
4,8.40231
4,8.33941
4,8.19471
4,16.5335
4,8.19471
4,8.33941
4,8.19471
4,16.5335
4,8.19471
4,16.6788
4,8.19471
4,16.6788
4,8.19471
4,8.33941
4,8.19471
4,8.33941
4,8.19471
4,16.3894
4,8.19471
4,8.33941
4,8.19471
4,16.3894
4,8.33941
4,8.19471
4,8.33941
4,8.19471
4,16.5335
4,8.19471
4,8.33941
4,8.19471
4,8.33941
4,8.19471
4,220.832
4,16.5335
4,8.19471
4,16.3894
4,220.832
4,16.3894
4,8.19471
4,8.33941
4,8.19471
4,220.832
4,16.9418
4,17.0971
4,8.47091
4,16.9418
4,8.47091
4,17.0971
4,8.47091
4,17.0971
4,8.47091
4,16.9418
4,8.47091
4,17.0971
4,8.47091
4,16.9418
4,8.54856
4,8.40231
4,16.8082
4,8.40231
4,8.54856
4,8.40231
4,16.8082
4,16.6788
4,8.47091
4,8.33941
4,16.6788
4,8.33941
4,8.47091
4,8.33941
4,16.8046
4,8.33941
4,16.8046
4,8.33941
4,16.6788
4,8.33941
4,16.6788
4,8.33941
4,16.6788
4,8.33941
4,16.6788
4,16.8082
4,8.33941
4,16.8082
4,8.33941
4,10.7824
4,8.13136
4,10.7824
4,8.13136
4,10.7824
4,8.13136
4,63.7657
4,10.7824
4,8.13136
4,63.7657
4,10.7563
4,8.13136
4,70.9143
4,11.2576
4,8.13136
4,11.2576
4,8.13136
4,93.4018
4,10.7563
4,8.13136
4,10.7563
4,8.13136
4,70.9143
4,11.2576
4,8.13136
4,93.4018
4,11.2576
4,8.13136
4,10.7563
4,8.13136
4,10.7824
4,8.13136
4,63.7657
4,10.7824
4,8.13136
4,10.7824
4,8.13136
4,63.7657
4,10.7824
4,8.13136
4,11.2576
4,8.13136
4,93.4018
4,11.2576
4,8.13136
4,8.26676
4,8.13136
4,8.26676
4,8.13136
4,10.7563
4,8.13136
4,70.9143
4,10.7563
4,8.13136
4,10.7563
4,8.13136
4,70.9143
4,8.26676
4,8.13136
4,10.7563
4,8.13136
4,11.2576
4,8.13136
4,93.4018
4,11.2576
4,8.13136
4,11.2576
4,8.13136
4,93.4018
4,11.2576
4,8.13136
4,10.7824
4,8.13136
4,10.7563
4,8.13136
4,10.7563
4,8.13136
4,70.9143
4,10.7824
4,8.13136
4,63.7657
4,8.26676
4,8.13136
4,10.7824
4,8.13136
4,63.7657
4,10.7824
4,8.13136
4,8.26676
4,8.13136
4,8.26676
4,8.13136
4,8.26754
4,8.13136
4,228.082
4,8.26754
4,8.13136
4,228.082
4,10.7824
4,8.13136
4,63.7657
4,10.7563
4,8.13136
4,10.7824
4,8.13136
4,10.7563
4,8.13136
4,70.9143
4,10.7563
4,8.13136
4,70.9143
4,10.7563
4,8.13136
4,16.6788
4,16.6788
4,8.33941
4,16.9422
4,8.33941
4,16.9422
4,8.33941
4,16.6788
4,8.26676
4,8.40231
4,8.26676
4,8.40231
4,8.26676
4,16.6788
4,8.26676
4,16.5335
4,8.26676
4,16.5335
4,16.6788
4,8.26676
4,16.5335
4,8.26676
4,16.5335
4,16.6788
4,8.26676
4,8.33941
4,8.19471
4,16.3894
4,8.19471
4,16.3894
4,8.33941
4,8.19471
