Time,Router,Mechanisms,Type,Packets
80,R23,MIRCC,CacheMisses,855
81,R1,MIRCC,CacheMisses,862
81,R2,MIRCC,CacheMisses,860
81,R3,MIRCC,CacheMisses,860
81,R4,MIRCC,CacheMisses,860
81,R5,MIRCC,CacheMisses,862
81,R6,MIRCC,CacheMisses,863
81,R7,MIRCC,CacheMisses,862
81,R8,MIRCC,CacheMisses,863
81,R9,MIRCC,CacheMisses,863
81,R10,MIRCC,CacheMisses,863
81,R11,MIRCC,CacheMisses,860
81,R12,MIRCC,CacheMisses,863
81,R13,MIRCC,CacheMisses,863
81,R14,MIRCC,CacheMisses,860
81,R15,MIRCC,CacheMisses,860
81,R16,MIRCC,CacheMisses,860
81,R17,MIRCC,CacheMisses,862
81,R18,MIRCC,CacheMisses,862
81,R19,MIRCC,CacheMisses,863
81,R20,MIRCC,CacheMisses,862
81,R21,MIRCC,CacheMisses,863
81,R22,MIRCC,CacheMisses,863
81,R23,MIRCC,CacheMisses,863
82,R1,MIRCC,CacheMisses,858
82,R2,MIRCC,CacheMisses,860
82,R3,MIRCC,CacheMisses,860
82,R4,MIRCC,CacheMisses,860
82,R5,MIRCC,CacheMisses,858
82,R6,MIRCC,CacheMisses,858
82,R7,MIRCC,CacheMisses,858
82,R8,MIRCC,CacheMisses,858
82,R9,MIRCC,CacheMisses,858
82,R10,MIRCC,CacheMisses,858
82,R11,MIRCC,CacheMisses,860
82,R12,MIRCC,CacheMisses,858
82,R13,MIRCC,CacheMisses,858
82,R14,MIRCC,CacheMisses,860
82,R15,MIRCC,CacheMisses,860
82,R16,MIRCC,CacheMisses,860
82,R17,MIRCC,CacheMisses,858
82,R18,MIRCC,CacheMisses,858
82,R19,MIRCC,CacheMisses,858
82,R20,MIRCC,CacheMisses,858
82,R21,MIRCC,CacheMisses,858
82,R22,MIRCC,CacheMisses,858
82,R23,MIRCC,CacheMisses,858
83,R1,MIRCC,CacheMisses,835
83,R2,MIRCC,CacheMisses,834
83,R3,MIRCC,CacheMisses,834
83,R4,MIRCC,CacheMisses,834
83,R5,MIRCC,CacheMisses,835
83,R6,MIRCC,CacheMisses,833
83,R7,MIRCC,CacheMisses,835
83,R8,MIRCC,CacheMisses,833
83,R9,MIRCC,CacheMisses,833
83,R10,MIRCC,CacheMisses,833
83,R11,MIRCC,CacheMisses,834
83,R12,MIRCC,CacheMisses,833
83,R13,MIRCC,CacheMisses,833
83,R14,MIRCC,CacheMisses,834
83,R15,MIRCC,CacheMisses,834
83,R16,MIRCC,CacheMisses,834
83,R17,MIRCC,CacheMisses,835
83,R18,MIRCC,CacheMisses,835
83,R19,MIRCC,CacheMisses,833
83,R20,MIRCC,CacheMisses,835
83,R21,MIRCC,CacheMisses,833
83,R22,MIRCC,CacheMisses,833
83,R23,MIRCC,CacheMisses,833
84,R1,MIRCC,CacheMisses,821
84,R2,MIRCC,CacheMisses,825
84,R3,MIRCC,CacheMisses,825
84,R4,MIRCC,CacheMisses,825
84,R5,MIRCC,CacheMisses,821
84,R6,MIRCC,CacheMisses,819
84,R7,MIRCC,CacheMisses,821
84,R8,MIRCC,CacheMisses,819
84,R9,MIRCC,CacheMisses,819
84,R10,MIRCC,CacheMisses,819
84,R11,MIRCC,CacheMisses,825
84,R12,MIRCC,CacheMisses,819
84,R13,MIRCC,CacheMisses,819
84,R14,MIRCC,CacheMisses,825
84,R15,MIRCC,CacheMisses,825
84,R16,MIRCC,CacheMisses,825
84,R17,MIRCC,CacheMisses,821
84,R18,MIRCC,CacheMisses,821
84,R19,MIRCC,CacheMisses,819
84,R20,MIRCC,CacheMisses,821
84,R21,MIRCC,CacheMisses,819
84,R22,MIRCC,CacheMisses,819
84,R23,MIRCC,CacheMisses,819
85,R1,MIRCC,CacheMisses,805
85,R2,MIRCC,CacheMisses,805
85,R3,MIRCC,CacheMisses,805
85,R4,MIRCC,CacheMisses,805
85,R5,MIRCC,CacheMisses,805
85,R6,MIRCC,CacheMisses,808
85,R7,MIRCC,CacheMisses,805
85,R8,MIRCC,CacheMisses,808
85,R9,MIRCC,CacheMisses,808
85,R10,MIRCC,CacheMisses,808
85,R11,MIRCC,CacheMisses,805
85,R12,MIRCC,CacheMisses,808
85,R13,MIRCC,CacheMisses,808
85,R14,MIRCC,CacheMisses,805
85,R15,MIRCC,CacheMisses,805
85,R16,MIRCC,CacheMisses,805
85,R17,MIRCC,CacheMisses,805
85,R18,MIRCC,CacheMisses,805
85,R19,MIRCC,CacheMisses,808
85,R20,MIRCC,CacheMisses,805
85,R21,MIRCC,CacheMisses,808
85,R22,MIRCC,CacheMisses,808
85,R23,MIRCC,CacheMisses,808
86,R1,MIRCC,CacheMisses,804
86,R2,MIRCC,CacheMisses,800
86,R3,MIRCC,CacheMisses,800
86,R4,MIRCC,CacheMisses,800
86,R5,MIRCC,CacheMisses,804
86,R6,MIRCC,CacheMisses,805
86,R7,MIRCC,CacheMisses,804
86,R8,MIRCC,CacheMisses,805
86,R9,MIRCC,CacheMisses,805
86,R10,MIRCC,CacheMisses,805
86,R11,MIRCC,CacheMisses,800
86,R12,MIRCC,CacheMisses,805
86,R13,MIRCC,CacheMisses,805
86,R14,MIRCC,CacheMisses,800
86,R15,MIRCC,CacheMisses,800
86,R16,MIRCC,CacheMisses,800
86,R17,MIRCC,CacheMisses,804
86,R18,MIRCC,CacheMisses,804
86,R19,MIRCC,CacheMisses,805
86,R20,MIRCC,CacheMisses,804
86,R21,MIRCC,CacheMisses,805
86,R22,MIRCC,CacheMisses,805
86,R23,MIRCC,CacheMisses,805
87,R1,MIRCC,CacheMisses,817
87,R2,MIRCC,CacheMisses,816
87,R3,MIRCC,CacheMisses,816
87,R4,MIRCC,CacheMisses,816
87,R5,MIRCC,CacheMisses,817
87,R6,MIRCC,CacheMisses,817
87,R7,MIRCC,CacheMisses,817
87,R8,MIRCC,CacheMisses,817
87,R9,MIRCC,CacheMisses,817
87,R10,MIRCC,CacheMisses,817
87,R11,MIRCC,CacheMisses,816
87,R12,MIRCC,CacheMisses,817
87,R13,MIRCC,CacheMisses,817
87,R14,MIRCC,CacheMisses,816
87,R15,MIRCC,CacheMisses,816
87,R16,MIRCC,CacheMisses,816
87,R17,MIRCC,CacheMisses,817
87,R18,MIRCC,CacheMisses,817
87,R19,MIRCC,CacheMisses,817
87,R20,MIRCC,CacheMisses,817
87,R21,MIRCC,CacheMisses,817
87,R22,MIRCC,CacheMisses,817
87,R23,MIRCC,CacheMisses,817
88,R1,MIRCC,CacheMisses,861
88,R2,MIRCC,CacheMisses,861
88,R3,MIRCC,CacheMisses,861
88,R4,MIRCC,CacheMisses,861
88,R5,MIRCC,CacheMisses,861
88,R6,MIRCC,CacheMisses,861
88,R7,MIRCC,CacheMisses,861
88,R8,MIRCC,CacheMisses,861
88,R9,MIRCC,CacheMisses,861
88,R10,MIRCC,CacheMisses,861
88,R11,MIRCC,CacheMisses,861
88,R12,MIRCC,CacheMisses,861
88,R13,MIRCC,CacheMisses,861
88,R14,MIRCC,CacheMisses,861
88,R15,MIRCC,CacheMisses,861
88,R16,MIRCC,CacheMisses,861
88,R17,MIRCC,CacheMisses,861
88,R18,MIRCC,CacheMisses,861
88,R19,MIRCC,CacheMisses,861
88,R20,MIRCC,CacheMisses,861
88,R21,MIRCC,CacheMisses,861
88,R22,MIRCC,CacheMisses,861
88,R23,MIRCC,CacheMisses,861
89,R1,MIRCC,CacheMisses,859
89,R2,MIRCC,CacheMisses,861
89,R3,MIRCC,CacheMisses,861
89,R4,MIRCC,CacheMisses,861
89,R5,MIRCC,CacheMisses,859
89,R6,MIRCC,CacheMisses,859
89,R7,MIRCC,CacheMisses,859
89,R8,MIRCC,CacheMisses,859
89,R9,MIRCC,CacheMisses,859
89,R10,MIRCC,CacheMisses,859
89,R11,MIRCC,CacheMisses,861
89,R12,MIRCC,CacheMisses,859
89,R13,MIRCC,CacheMisses,859
89,R14,MIRCC,CacheMisses,861
89,R15,MIRCC,CacheMisses,861
89,R16,MIRCC,CacheMisses,861
89,R17,MIRCC,CacheMisses,859
89,R18,MIRCC,CacheMisses,859
89,R19,MIRCC,CacheMisses,859
89,R20,MIRCC,CacheMisses,859
89,R21,MIRCC,CacheMisses,859
89,R22,MIRCC,CacheMisses,859
89,R23,MIRCC,CacheMisses,859
90,R1,MIRCC,CacheMisses,856
90,R2,MIRCC,CacheMisses,855
90,R3,MIRCC,CacheMisses,855
90,R4,MIRCC,CacheMisses,855
90,R5,MIRCC,CacheMisses,856
90,R6,MIRCC,CacheMisses,856
90,R7,MIRCC,CacheMisses,856
90,R8,MIRCC,CacheMisses,856
90,R9,MIRCC,CacheMisses,856
90,R10,MIRCC,CacheMisses,856
90,R11,MIRCC,CacheMisses,855
90,R12,MIRCC,CacheMisses,856
90,R13,MIRCC,CacheMisses,856
90,R14,MIRCC,CacheMisses,855
90,R15,MIRCC,CacheMisses,855
90,R16,MIRCC,CacheMisses,855
90,R17,MIRCC,CacheMisses,856
90,R18,MIRCC,CacheMisses,856
90,R19,MIRCC,CacheMisses,856
90,R20,MIRCC,CacheMisses,856
90,R21,MIRCC,CacheMisses,856
90,R22,MIRCC,CacheMisses,856
90,R23,MIRCC,CacheMisses,856
91,R1,MIRCC,CacheMisses,826
91,R2,MIRCC,CacheMisses,827
91,R3,MIRCC,CacheMisses,827
91,R4,MIRCC,CacheMisses,827
91,R5,MIRCC,CacheMisses,826
91,R6,MIRCC,CacheMisses,825
91,R7,MIRCC,CacheMisses,826
91,R8,MIRCC,CacheMisses,825
91,R9,MIRCC,CacheMisses,825
91,R10,MIRCC,CacheMisses,825
91,R11,MIRCC,CacheMisses,827
91,R12,MIRCC,CacheMisses,825
91,R13,MIRCC,CacheMisses,825
91,R14,MIRCC,CacheMisses,827
91,R15,MIRCC,CacheMisses,827
91,R16,MIRCC,CacheMisses,827
91,R17,MIRCC,CacheMisses,826
91,R18,MIRCC,CacheMisses,826
91,R19,MIRCC,CacheMisses,825
91,R20,MIRCC,CacheMisses,826
91,R21,MIRCC,CacheMisses,825
91,R22,MIRCC,CacheMisses,825
91,R23,MIRCC,CacheMisses,825
92,R1,MIRCC,CacheMisses,821
92,R2,MIRCC,CacheMisses,820
92,R3,MIRCC,CacheMisses,820
92,R4,MIRCC,CacheMisses,820
92,R5,MIRCC,CacheMisses,821
92,R6,MIRCC,CacheMisses,822
92,R7,MIRCC,CacheMisses,821
92,R8,MIRCC,CacheMisses,822
92,R9,MIRCC,CacheMisses,822
92,R10,MIRCC,CacheMisses,822
92,R11,MIRCC,CacheMisses,820
92,R12,MIRCC,CacheMisses,822
92,R13,MIRCC,CacheMisses,822
92,R14,MIRCC,CacheMisses,820
92,R15,MIRCC,CacheMisses,820
92,R16,MIRCC,CacheMisses,820
92,R17,MIRCC,CacheMisses,821
92,R18,MIRCC,CacheMisses,821
92,R19,MIRCC,CacheMisses,822
92,R20,MIRCC,CacheMisses,821
92,R21,MIRCC,CacheMisses,822
92,R22,MIRCC,CacheMisses,822
92,R23,MIRCC,CacheMisses,822
93,R1,MIRCC,CacheMisses,804
93,R2,MIRCC,CacheMisses,805
93,R3,MIRCC,CacheMisses,805
93,R4,MIRCC,CacheMisses,805
93,R5,MIRCC,CacheMisses,804
93,R6,MIRCC,CacheMisses,802
93,R7,MIRCC,CacheMisses,804
93,R8,MIRCC,CacheMisses,802
93,R9,MIRCC,CacheMisses,802
93,R10,MIRCC,CacheMisses,802
93,R11,MIRCC,CacheMisses,805
93,R12,MIRCC,CacheMisses,802
93,R13,MIRCC,CacheMisses,802
93,R14,MIRCC,CacheMisses,805
93,R15,MIRCC,CacheMisses,805
93,R16,MIRCC,CacheMisses,805
93,R17,MIRCC,CacheMisses,804
93,R18,MIRCC,CacheMisses,804
93,R19,MIRCC,CacheMisses,802
93,R20,MIRCC,CacheMisses,804
93,R21,MIRCC,CacheMisses,802
93,R22,MIRCC,CacheMisses,802
93,R23,MIRCC,CacheMisses,802
94,R1,MIRCC,CacheMisses,808
94,R2,MIRCC,CacheMisses,809
94,R3,MIRCC,CacheMisses,809
94,R4,MIRCC,CacheMisses,809
94,R5,MIRCC,CacheMisses,808
94,R6,MIRCC,CacheMisses,809
94,R7,MIRCC,CacheMisses,808
94,R8,MIRCC,CacheMisses,809
94,R9,MIRCC,CacheMisses,809
94,R10,MIRCC,CacheMisses,809
94,R11,MIRCC,CacheMisses,809
94,R12,MIRCC,CacheMisses,809
94,R13,MIRCC,CacheMisses,809
94,R14,MIRCC,CacheMisses,809
94,R15,MIRCC,CacheMisses,809
94,R16,MIRCC,CacheMisses,809
94,R17,MIRCC,CacheMisses,808
94,R18,MIRCC,CacheMisses,808
94,R19,MIRCC,CacheMisses,809
94,R20,MIRCC,CacheMisses,808
94,R21,MIRCC,CacheMisses,809
94,R22,MIRCC,CacheMisses,809
94,R23,MIRCC,CacheMisses,809
95,R1,MIRCC,CacheMisses,827
95,R2,MIRCC,CacheMisses,827
95,R3,MIRCC,CacheMisses,827
95,R4,MIRCC,CacheMisses,827
95,R5,MIRCC,CacheMisses,827
95,R6,MIRCC,CacheMisses,826
95,R7,MIRCC,CacheMisses,827
95,R8,MIRCC,CacheMisses,826
95,R9,MIRCC,CacheMisses,826
95,R10,MIRCC,CacheMisses,826
95,R11,MIRCC,CacheMisses,827
95,R12,MIRCC,CacheMisses,826
95,R13,MIRCC,CacheMisses,826
95,R14,MIRCC,CacheMisses,827
95,R15,MIRCC,CacheMisses,827
95,R16,MIRCC,CacheMisses,827
95,R17,MIRCC,CacheMisses,827
95,R18,MIRCC,CacheMisses,827
95,R19,MIRCC,CacheMisses,826
95,R20,MIRCC,CacheMisses,827
95,R21,MIRCC,CacheMisses,826
95,R22,MIRCC,CacheMisses,826
95,R23,MIRCC,CacheMisses,826
96,R1,MIRCC,CacheMisses,859
96,R2,MIRCC,CacheMisses,856
96,R3,MIRCC,CacheMisses,856
96,R4,MIRCC,CacheMisses,856
96,R5,MIRCC,CacheMisses,859
96,R6,MIRCC,CacheMisses,861
96,R7,MIRCC,CacheMisses,859
96,R8,MIRCC,CacheMisses,861
96,R9,MIRCC,CacheMisses,861
96,R10,MIRCC,CacheMisses,861
96,R11,MIRCC,CacheMisses,856
96,R12,MIRCC,CacheMisses,861
96,R13,MIRCC,CacheMisses,861
96,R14,MIRCC,CacheMisses,856
96,R15,MIRCC,CacheMisses,856
96,R16,MIRCC,CacheMisses,856
96,R17,MIRCC,CacheMisses,859
96,R18,MIRCC,CacheMisses,859
96,R19,MIRCC,CacheMisses,861
96,R20,MIRCC,CacheMisses,859
96,R21,MIRCC,CacheMisses,861
96,R22,MIRCC,CacheMisses,861
96,R23,MIRCC,CacheMisses,861
97,R1,MIRCC,CacheMisses,865
97,R2,MIRCC,CacheMisses,866
97,R3,MIRCC,CacheMisses,866
97,R4,MIRCC,CacheMisses,866
97,R5,MIRCC,CacheMisses,865
97,R6,MIRCC,CacheMisses,865
97,R7,MIRCC,CacheMisses,865
97,R8,MIRCC,CacheMisses,865
97,R9,MIRCC,CacheMisses,865
97,R10,MIRCC,CacheMisses,865
97,R11,MIRCC,CacheMisses,866
97,R12,MIRCC,CacheMisses,865
97,R13,MIRCC,CacheMisses,865
97,R14,MIRCC,CacheMisses,866
97,R15,MIRCC,CacheMisses,866
97,R16,MIRCC,CacheMisses,866
97,R17,MIRCC,CacheMisses,865
97,R18,MIRCC,CacheMisses,865
97,R19,MIRCC,CacheMisses,865
97,R20,MIRCC,CacheMisses,865
97,R21,MIRCC,CacheMisses,865
97,R22,MIRCC,CacheMisses,865
97,R23,MIRCC,CacheMisses,865
98,R1,MIRCC,CacheMisses,845
98,R2,MIRCC,CacheMisses,845
98,R3,MIRCC,CacheMisses,845
98,R4,MIRCC,CacheMisses,845
98,R5,MIRCC,CacheMisses,845
98,R6,MIRCC,CacheMisses,844
98,R7,MIRCC,CacheMisses,845
98,R8,MIRCC,CacheMisses,844
98,R9,MIRCC,CacheMisses,844
98,R10,MIRCC,CacheMisses,844
98,R11,MIRCC,CacheMisses,845
98,R12,MIRCC,CacheMisses,844
98,R13,MIRCC,CacheMisses,844
98,R14,MIRCC,CacheMisses,845
98,R15,MIRCC,CacheMisses,845
98,R16,MIRCC,CacheMisses,845
98,R17,MIRCC,CacheMisses,845
98,R18,MIRCC,CacheMisses,845
98,R19,MIRCC,CacheMisses,844
98,R20,MIRCC,CacheMisses,845
98,R21,MIRCC,CacheMisses,844
98,R22,MIRCC,CacheMisses,844
98,R23,MIRCC,CacheMisses,844
99,R1,MIRCC,CacheMisses,823
99,R2,MIRCC,CacheMisses,824
99,R3,MIRCC,CacheMisses,824
99,R4,MIRCC,CacheMisses,824
99,R5,MIRCC,CacheMisses,823
99,R6,MIRCC,CacheMisses,823
99,R7,MIRCC,CacheMisses,823
99,R8,MIRCC,CacheMisses,823
99,R9,MIRCC,CacheMisses,823
99,R10,MIRCC,CacheMisses,823
99,R11,MIRCC,CacheMisses,824
99,R12,MIRCC,CacheMisses,823
99,R13,MIRCC,CacheMisses,823
99,R14,MIRCC,CacheMisses,824
99,R15,MIRCC,CacheMisses,824
99,R16,MIRCC,CacheMisses,824
99,R17,MIRCC,CacheMisses,823
99,R18,MIRCC,CacheMisses,823
99,R19,MIRCC,CacheMisses,823
99,R20,MIRCC,CacheMisses,823
99,R21,MIRCC,CacheMisses,823
99,R22,MIRCC,CacheMisses,823
99,R23,MIRCC,CacheMisses,823
100,R1,MIRCC,CacheMisses,817
100,R2,MIRCC,CacheMisses,820
100,R3,MIRCC,CacheMisses,820
100,R4,MIRCC,CacheMisses,820
100,R5,MIRCC,CacheMisses,817
100,R6,MIRCC,CacheMisses,816
100,R7,MIRCC,CacheMisses,817
100,R8,MIRCC,CacheMisses,816
100,R9,MIRCC,CacheMisses,816
100,R10,MIRCC,CacheMisses,816
100,R11,MIRCC,CacheMisses,820
100,R12,MIRCC,CacheMisses,816
100,R13,MIRCC,CacheMisses,816
100,R14,MIRCC,CacheMisses,820
100,R15,MIRCC,CacheMisses,820
100,R16,MIRCC,CacheMisses,820
100,R17,MIRCC,CacheMisses,817
100,R18,MIRCC,CacheMisses,817
100,R19,MIRCC,CacheMisses,816
100,R20,MIRCC,CacheMisses,817
100,R21,MIRCC,CacheMisses,816
100,R22,MIRCC,CacheMisses,816
100,R23,MIRCC,CacheMisses,816
101,R1,MIRCC,CacheMisses,803
101,R2,MIRCC,CacheMisses,801
101,R3,MIRCC,CacheMisses,801
101,R4,MIRCC,CacheMisses,801
101,R5,MIRCC,CacheMisses,803
101,R6,MIRCC,CacheMisses,803
101,R7,MIRCC,CacheMisses,803
101,R8,MIRCC,CacheMisses,803
101,R9,MIRCC,CacheMisses,803
101,R10,MIRCC,CacheMisses,803
101,R11,MIRCC,CacheMisses,801
101,R12,MIRCC,CacheMisses,803
101,R13,MIRCC,CacheMisses,803
101,R14,MIRCC,CacheMisses,801
101,R15,MIRCC,CacheMisses,801
101,R16,MIRCC,CacheMisses,801
101,R17,MIRCC,CacheMisses,803
101,R18,MIRCC,CacheMisses,803
101,R19,MIRCC,CacheMisses,803
101,R20,MIRCC,CacheMisses,803
101,R21,MIRCC,CacheMisses,803
101,R22,MIRCC,CacheMisses,803
101,R23,MIRCC,CacheMisses,803
102,R1,MIRCC,CacheMisses,808
102,R2,MIRCC,CacheMisses,807
102,R3,MIRCC,CacheMisses,807
102,R4,MIRCC,CacheMisses,807
102,R5,MIRCC,CacheMisses,808
102,R6,MIRCC,CacheMisses,808
102,R7,MIRCC,CacheMisses,808
102,R8,MIRCC,CacheMisses,808
102,R9,MIRCC,CacheMisses,808
102,R10,MIRCC,CacheMisses,808
102,R11,MIRCC,CacheMisses,807
102,R12,MIRCC,CacheMisses,808
102,R13,MIRCC,CacheMisses,808
102,R14,MIRCC,CacheMisses,807
102,R15,MIRCC,CacheMisses,807
102,R16,MIRCC,CacheMisses,807
102,R17,MIRCC,CacheMisses,808
102,R18,MIRCC,CacheMisses,808
102,R19,MIRCC,CacheMisses,808
102,R20,MIRCC,CacheMisses,808
102,R21,MIRCC,CacheMisses,808
102,R22,MIRCC,CacheMisses,808
102,R23,MIRCC,CacheMisses,808
103,R1,MIRCC,CacheMisses,840
103,R2,MIRCC,CacheMisses,839
103,R3,MIRCC,CacheMisses,839
103,R4,MIRCC,CacheMisses,839
103,R5,MIRCC,CacheMisses,840
103,R6,MIRCC,CacheMisses,841
103,R7,MIRCC,CacheMisses,840
103,R8,MIRCC,CacheMisses,841
103,R9,MIRCC,CacheMisses,841
103,R10,MIRCC,CacheMisses,841
103,R11,MIRCC,CacheMisses,839
103,R12,MIRCC,CacheMisses,841
103,R13,MIRCC,CacheMisses,841
103,R14,MIRCC,CacheMisses,839
103,R15,MIRCC,CacheMisses,839
103,R16,MIRCC,CacheMisses,839
103,R17,MIRCC,CacheMisses,840
103,R18,MIRCC,CacheMisses,840
103,R19,MIRCC,CacheMisses,841
103,R20,MIRCC,CacheMisses,840
103,R21,MIRCC,CacheMisses,841
103,R22,MIRCC,CacheMisses,841
103,R23,MIRCC,CacheMisses,841
104,R1,MIRCC,CacheMisses,861
104,R2,MIRCC,CacheMisses,860
104,R3,MIRCC,CacheMisses,860
104,R4,MIRCC,CacheMisses,860
104,R5,MIRCC,CacheMisses,861
104,R6,MIRCC,CacheMisses,862
104,R7,MIRCC,CacheMisses,861
104,R8,MIRCC,CacheMisses,862
104,R9,MIRCC,CacheMisses,862
104,R10,MIRCC,CacheMisses,862
104,R11,MIRCC,CacheMisses,860
104,R12,MIRCC,CacheMisses,862
104,R13,MIRCC,CacheMisses,862
104,R14,MIRCC,CacheMisses,860
104,R15,MIRCC,CacheMisses,860
104,R16,MIRCC,CacheMisses,860
104,R17,MIRCC,CacheMisses,861
104,R18,MIRCC,CacheMisses,861
104,R19,MIRCC,CacheMisses,862
104,R20,MIRCC,CacheMisses,861
104,R21,MIRCC,CacheMisses,862
104,R22,MIRCC,CacheMisses,862
104,R23,MIRCC,CacheMisses,862
105,R1,MIRCC,CacheMisses,858
105,R2,MIRCC,CacheMisses,859
105,R3,MIRCC,CacheMisses,859
105,R4,MIRCC,CacheMisses,859
105,R5,MIRCC,CacheMisses,858
105,R6,MIRCC,CacheMisses,857
105,R7,MIRCC,CacheMisses,858
105,R8,MIRCC,CacheMisses,857
105,R9,MIRCC,CacheMisses,857
105,R10,MIRCC,CacheMisses,857
105,R11,MIRCC,CacheMisses,859
105,R12,MIRCC,CacheMisses,857
105,R13,MIRCC,CacheMisses,857
105,R14,MIRCC,CacheMisses,859
105,R15,MIRCC,CacheMisses,859
105,R16,MIRCC,CacheMisses,859
105,R17,MIRCC,CacheMisses,858
105,R18,MIRCC,CacheMisses,858
105,R19,MIRCC,CacheMisses,857
105,R20,MIRCC,CacheMisses,858
105,R21,MIRCC,CacheMisses,857
105,R22,MIRCC,CacheMisses,857
105,R23,MIRCC,CacheMisses,857
106,R1,MIRCC,CacheMisses,838
106,R2,MIRCC,CacheMisses,838
106,R3,MIRCC,CacheMisses,838
106,R4,MIRCC,CacheMisses,838
106,R5,MIRCC,CacheMisses,838
106,R6,MIRCC,CacheMisses,839
106,R7,MIRCC,CacheMisses,838
106,R8,MIRCC,CacheMisses,839
106,R9,MIRCC,CacheMisses,839
106,R10,MIRCC,CacheMisses,839
106,R11,MIRCC,CacheMisses,838
106,R12,MIRCC,CacheMisses,839
106,R13,MIRCC,CacheMisses,839
106,R14,MIRCC,CacheMisses,838
106,R15,MIRCC,CacheMisses,838
106,R16,MIRCC,CacheMisses,838
106,R17,MIRCC,CacheMisses,838
106,R18,MIRCC,CacheMisses,838
106,R19,MIRCC,CacheMisses,839
106,R20,MIRCC,CacheMisses,838
106,R21,MIRCC,CacheMisses,839
106,R22,MIRCC,CacheMisses,839
106,R23,MIRCC,CacheMisses,839
107,R1,MIRCC,CacheMisses,832
107,R2,MIRCC,CacheMisses,833
107,R3,MIRCC,CacheMisses,833
107,R4,MIRCC,CacheMisses,833
107,R5,MIRCC,CacheMisses,832
107,R6,MIRCC,CacheMisses,829
107,R7,MIRCC,CacheMisses,832
107,R8,MIRCC,CacheMisses,829
107,R9,MIRCC,CacheMisses,829
107,R10,MIRCC,CacheMisses,829
107,R11,MIRCC,CacheMisses,833
107,R12,MIRCC,CacheMisses,829
107,R13,MIRCC,CacheMisses,829
107,R14,MIRCC,CacheMisses,833
107,R15,MIRCC,CacheMisses,833
107,R16,MIRCC,CacheMisses,833
107,R17,MIRCC,CacheMisses,832
107,R18,MIRCC,CacheMisses,832
107,R19,MIRCC,CacheMisses,829
107,R20,MIRCC,CacheMisses,832
107,R21,MIRCC,CacheMisses,829
107,R22,MIRCC,CacheMisses,829
107,R23,MIRCC,CacheMisses,829
108,R1,MIRCC,CacheMisses,808
108,R2,MIRCC,CacheMisses,810
108,R3,MIRCC,CacheMisses,810
108,R4,MIRCC,CacheMisses,810
108,R5,MIRCC,CacheMisses,808
108,R6,MIRCC,CacheMisses,811
108,R7,MIRCC,CacheMisses,808
108,R8,MIRCC,CacheMisses,811
108,R9,MIRCC,CacheMisses,811
108,R10,MIRCC,CacheMisses,811
108,R11,MIRCC,CacheMisses,810
108,R12,MIRCC,CacheMisses,811
108,R13,MIRCC,CacheMisses,811
108,R14,MIRCC,CacheMisses,810
108,R15,MIRCC,CacheMisses,810
108,R16,MIRCC,CacheMisses,810
108,R17,MIRCC,CacheMisses,808
108,R18,MIRCC,CacheMisses,808
108,R19,MIRCC,CacheMisses,811
108,R20,MIRCC,CacheMisses,808
108,R21,MIRCC,CacheMisses,811
108,R22,MIRCC,CacheMisses,811
108,R23,MIRCC,CacheMisses,811
109,R1,MIRCC,CacheMisses,801
109,R2,MIRCC,CacheMisses,801
109,R3,MIRCC,CacheMisses,801
109,R4,MIRCC,CacheMisses,801
109,R5,MIRCC,CacheMisses,801
109,R6,MIRCC,CacheMisses,800
109,R7,MIRCC,CacheMisses,801
109,R8,MIRCC,CacheMisses,800
109,R9,MIRCC,CacheMisses,800
109,R10,MIRCC,CacheMisses,800
109,R11,MIRCC,CacheMisses,801
109,R12,MIRCC,CacheMisses,800
109,R13,MIRCC,CacheMisses,800
109,R14,MIRCC,CacheMisses,801
109,R15,MIRCC,CacheMisses,801
109,R16,MIRCC,CacheMisses,801
109,R17,MIRCC,CacheMisses,801
109,R18,MIRCC,CacheMisses,801
109,R19,MIRCC,CacheMisses,800
109,R20,MIRCC,CacheMisses,801
109,R21,MIRCC,CacheMisses,800
109,R22,MIRCC,CacheMisses,800
109,R23,MIRCC,CacheMisses,800
110,R1,MIRCC,CacheMisses,812
110,R2,MIRCC,CacheMisses,809
110,R3,MIRCC,CacheMisses,809
110,R4,MIRCC,CacheMisses,809
110,R5,MIRCC,CacheMisses,812
110,R6,MIRCC,CacheMisses,811
110,R7,MIRCC,CacheMisses,812
110,R8,MIRCC,CacheMisses,811
110,R9,MIRCC,CacheMisses,811
110,R10,MIRCC,CacheMisses,811
110,R11,MIRCC,CacheMisses,809
110,R12,MIRCC,CacheMisses,811
110,R13,MIRCC,CacheMisses,811
110,R14,MIRCC,CacheMisses,809
110,R15,MIRCC,CacheMisses,809
110,R16,MIRCC,CacheMisses,809
110,R17,MIRCC,CacheMisses,812
110,R18,MIRCC,CacheMisses,812
110,R19,MIRCC,CacheMisses,811
110,R20,MIRCC,CacheMisses,812
110,R21,MIRCC,CacheMisses,811
110,R22,MIRCC,CacheMisses,811
110,R23,MIRCC,CacheMisses,811
111,R1,MIRCC,CacheMisses,842
111,R2,MIRCC,CacheMisses,842
111,R3,MIRCC,CacheMisses,842
111,R4,MIRCC,CacheMisses,842
111,R5,MIRCC,CacheMisses,842
111,R6,MIRCC,CacheMisses,843
111,R7,MIRCC,CacheMisses,842
111,R8,MIRCC,CacheMisses,843
