Time,Router,Mechanisms,Type,Packets
130,R15,DeepAuC,CacheMisses,688
130,R16,DeepAuC,CacheMisses,688
130,R17,DeepAuC,CacheMisses,686
130,R18,DeepAuC,CacheMisses,686
130,R19,DeepAuC,CacheMisses,688
130,R20,DeepAuC,CacheMisses,686
130,R21,DeepAuC,CacheMisses,687
130,R22,DeepAuC,CacheMisses,687
130,R23,DeepAuC,CacheMisses,688
131,R1,DeepAuC,CacheMisses,684
131,R2,DeepAuC,CacheMisses,684
131,R3,DeepAuC,CacheMisses,684
131,R4,DeepAuC,CacheMisses,684
131,R5,DeepAuC,CacheMisses,684
131,R6,DeepAuC,CacheMisses,680
131,R7,DeepAuC,CacheMisses,684
131,R8,DeepAuC,CacheMisses,680
131,R9,DeepAuC,CacheMisses,680
131,R10,DeepAuC,CacheMisses,680
131,R11,DeepAuC,CacheMisses,684
131,R12,DeepAuC,CacheMisses,679
131,R13,DeepAuC,CacheMisses,679
131,R14,DeepAuC,CacheMisses,684
131,R15,DeepAuC,CacheMisses,684
131,R16,DeepAuC,CacheMisses,684
131,R17,DeepAuC,CacheMisses,684
131,R18,DeepAuC,CacheMisses,684
131,R19,DeepAuC,CacheMisses,679
131,R20,DeepAuC,CacheMisses,684
131,R21,DeepAuC,CacheMisses,680
131,R22,DeepAuC,CacheMisses,680
131,R23,DeepAuC,CacheMisses,679
132,R1,DeepAuC,CacheHits,1192
132,R1,DeepAuC,CacheMisses,704
132,R2,DeepAuC,CacheHits,572
132,R2,DeepAuC,CacheMisses,704
132,R3,DeepAuC,CacheHits,572
132,R3,DeepAuC,CacheMisses,704
132,R4,DeepAuC,CacheMisses,847
132,R5,DeepAuC,CacheMisses,853
132,R6,DeepAuC,CacheMisses,859
132,R7,DeepAuC,CacheMisses,853
132,R8,DeepAuC,CacheMisses,859
132,R9,DeepAuC,CacheMisses,859
132,R10,DeepAuC,CacheMisses,859
132,R11,DeepAuC,CacheMisses,847
132,R12,DeepAuC,CacheMisses,860
132,R13,DeepAuC,CacheMisses,860
132,R14,DeepAuC,CacheMisses,847
132,R15,DeepAuC,CacheMisses,847
132,R16,DeepAuC,CacheMisses,847
132,R17,DeepAuC,CacheMisses,853
132,R18,DeepAuC,CacheMisses,853
132,R19,DeepAuC,CacheMisses,860
132,R20,DeepAuC,CacheMisses,853
132,R21,DeepAuC,CacheMisses,859
132,R22,DeepAuC,CacheMisses,859
132,R23,DeepAuC,CacheMisses,860
133,R1,DeepAuC,CacheHits,1800
133,R1,DeepAuC,CacheMisses,673
133,R2,DeepAuC,CacheHits,900
133,R2,DeepAuC,CacheMisses,673
133,R3,DeepAuC,CacheHits,900
133,R3,DeepAuC,CacheMisses,673
133,R4,DeepAuC,CacheMisses,898
133,R5,DeepAuC,CacheMisses,898
133,R6,DeepAuC,CacheMisses,898
133,R7,DeepAuC,CacheMisses,898
133,R8,DeepAuC,CacheMisses,898
133,R9,DeepAuC,CacheMisses,898
133,R10,DeepAuC,CacheMisses,898
133,R11,DeepAuC,CacheMisses,898
133,R12,DeepAuC,CacheMisses,898
133,R13,DeepAuC,CacheMisses,898
133,R14,DeepAuC,CacheMisses,898
133,R15,DeepAuC,CacheMisses,898
133,R16,DeepAuC,CacheMisses,898
133,R17,DeepAuC,CacheMisses,898
133,R18,DeepAuC,CacheMisses,898
133,R19,DeepAuC,CacheMisses,898
133,R20,DeepAuC,CacheMisses,898
133,R21,DeepAuC,CacheMisses,898
133,R22,DeepAuC,CacheMisses,898
133,R23,DeepAuC,CacheMisses,898
134,R1,DeepAuC,CacheHits,1280
134,R1,DeepAuC,CacheMisses,719
134,R2,DeepAuC,CacheHits,664
134,R2,DeepAuC,CacheMisses,719
134,R3,DeepAuC,CacheHits,664
134,R3,DeepAuC,CacheMisses,719
134,R4,DeepAuC,CacheMisses,885
134,R5,DeepAuC,CacheMisses,879
134,R6,DeepAuC,CacheMisses,875
134,R7,DeepAuC,CacheMisses,879
134,R8,DeepAuC,CacheMisses,875
134,R9,DeepAuC,CacheMisses,875
134,R10,DeepAuC,CacheMisses,875
134,R11,DeepAuC,CacheMisses,885
134,R12,DeepAuC,CacheMisses,873
134,R13,DeepAuC,CacheMisses,873
134,R14,DeepAuC,CacheMisses,885
134,R15,DeepAuC,CacheMisses,885
134,R16,DeepAuC,CacheMisses,885
134,R17,DeepAuC,CacheMisses,879
134,R18,DeepAuC,CacheMisses,879
134,R19,DeepAuC,CacheMisses,873
134,R20,DeepAuC,CacheMisses,879
134,R21,DeepAuC,CacheMisses,875
134,R22,DeepAuC,CacheMisses,875
134,R23,DeepAuC,CacheMisses,873
135,R1,DeepAuC,CacheMisses,678
135,R2,DeepAuC,CacheMisses,678
135,R3,DeepAuC,CacheMisses,678
135,R4,DeepAuC,CacheMisses,678
135,R5,DeepAuC,CacheMisses,678
135,R6,DeepAuC,CacheMisses,676
135,R7,DeepAuC,CacheMisses,678
135,R8,DeepAuC,CacheMisses,676
135,R9,DeepAuC,CacheMisses,676
135,R10,DeepAuC,CacheMisses,676
135,R11,DeepAuC,CacheMisses,678
135,R12,DeepAuC,CacheMisses,678
135,R13,DeepAuC,CacheMisses,678
135,R14,DeepAuC,CacheMisses,678
135,R15,DeepAuC,CacheMisses,678
135,R16,DeepAuC,CacheMisses,678
135,R17,DeepAuC,CacheMisses,678
135,R18,DeepAuC,CacheMisses,678
135,R19,DeepAuC,CacheMisses,678
135,R20,DeepAuC,CacheMisses,678
135,R21,DeepAuC,CacheMisses,676
135,R22,DeepAuC,CacheMisses,676
135,R23,DeepAuC,CacheMisses,678
136,R1,DeepAuC,CacheMisses,687
136,R2,DeepAuC,CacheMisses,687
136,R3,DeepAuC,CacheMisses,687
136,R4,DeepAuC,CacheMisses,687
136,R5,DeepAuC,CacheMisses,687
136,R6,DeepAuC,CacheMisses,690
136,R7,DeepAuC,CacheMisses,687
136,R8,DeepAuC,CacheMisses,690
136,R9,DeepAuC,CacheMisses,690
136,R10,DeepAuC,CacheMisses,690
136,R11,DeepAuC,CacheMisses,687
136,R12,DeepAuC,CacheMisses,687
136,R13,DeepAuC,CacheMisses,687
136,R14,DeepAuC,CacheMisses,687
136,R15,DeepAuC,CacheMisses,687
136,R16,DeepAuC,CacheMisses,687
136,R17,DeepAuC,CacheMisses,687
136,R18,DeepAuC,CacheMisses,687
136,R19,DeepAuC,CacheMisses,685
136,R20,DeepAuC,CacheMisses,687
136,R21,DeepAuC,CacheMisses,690
136,R22,DeepAuC,CacheMisses,690
136,R23,DeepAuC,CacheMisses,687
137,R1,DeepAuC,CacheMisses,691
137,R2,DeepAuC,CacheMisses,690
137,R3,DeepAuC,CacheMisses,690
137,R4,DeepAuC,CacheMisses,690
137,R5,DeepAuC,CacheMisses,691
137,R6,DeepAuC,CacheMisses,692
137,R7,DeepAuC,CacheMisses,691
137,R8,DeepAuC,CacheMisses,692
137,R9,DeepAuC,CacheMisses,692
137,R10,DeepAuC,CacheMisses,692
137,R11,DeepAuC,CacheMisses,690
137,R12,DeepAuC,CacheMisses,695
137,R13,DeepAuC,CacheMisses,695
137,R14,DeepAuC,CacheMisses,690
137,R15,DeepAuC,CacheMisses,690
137,R16,DeepAuC,CacheMisses,690
137,R17,DeepAuC,CacheMisses,691
137,R18,DeepAuC,CacheMisses,691
137,R19,DeepAuC,CacheMisses,697
137,R20,DeepAuC,CacheMisses,691
137,R21,DeepAuC,CacheMisses,692
137,R22,DeepAuC,CacheMisses,692
137,R23,DeepAuC,CacheMisses,695
138,R1,DeepAuC,CacheMisses,680
138,R2,DeepAuC,CacheMisses,681
138,R3,DeepAuC,CacheMisses,681
138,R4,DeepAuC,CacheMisses,681
138,R5,DeepAuC,CacheMisses,680
138,R6,DeepAuC,CacheMisses,677
138,R7,DeepAuC,CacheMisses,680
138,R8,DeepAuC,CacheMisses,677
138,R9,DeepAuC,CacheMisses,677
138,R10,DeepAuC,CacheMisses,677
138,R11,DeepAuC,CacheMisses,681
138,R12,DeepAuC,CacheMisses,677
138,R13,DeepAuC,CacheMisses,677
138,R14,DeepAuC,CacheMisses,681
138,R15,DeepAuC,CacheMisses,681
138,R16,DeepAuC,CacheMisses,681
138,R17,DeepAuC,CacheMisses,680
138,R18,DeepAuC,CacheMisses,680
138,R19,DeepAuC,CacheMisses,677
138,R20,DeepAuC,CacheMisses,680
138,R21,DeepAuC,CacheMisses,677
138,R22,DeepAuC,CacheMisses,677
138,R23,DeepAuC,CacheMisses,677
139,R1,DeepAuC,CacheHits,40
139,R1,DeepAuC,CacheMisses,680
139,R2,DeepAuC,CacheMisses,679
139,R3,DeepAuC,CacheMisses,679
139,R4,DeepAuC,CacheMisses,679
139,R5,DeepAuC,CacheMisses,685
139,R6,DeepAuC,CacheMisses,690
139,R7,DeepAuC,CacheMisses,685
139,R8,DeepAuC,CacheMisses,690
139,R9,DeepAuC,CacheMisses,690
139,R10,DeepAuC,CacheMisses,690
139,R11,DeepAuC,CacheMisses,679
139,R12,DeepAuC,CacheMisses,690
139,R13,DeepAuC,CacheMisses,690
139,R14,DeepAuC,CacheMisses,679
139,R15,DeepAuC,CacheMisses,679
139,R16,DeepAuC,CacheMisses,679
139,R17,DeepAuC,CacheMisses,685
139,R18,DeepAuC,CacheMisses,685
139,R19,DeepAuC,CacheMisses,690
139,R20,DeepAuC,CacheMisses,685
139,R21,DeepAuC,CacheMisses,690
139,R22,DeepAuC,CacheMisses,690
139,R23,DeepAuC,CacheMisses,690
140,R1,DeepAuC,CacheHits,1712
140,R1,DeepAuC,CacheMisses,686
140,R2,DeepAuC,CacheHits,856
140,R2,DeepAuC,CacheMisses,686
140,R3,DeepAuC,CacheHits,856
140,R3,DeepAuC,CacheMisses,686
140,R4,DeepAuC,CacheMisses,900
140,R5,DeepAuC,CacheMisses,900
140,R6,DeepAuC,CacheMisses,900
140,R7,DeepAuC,CacheMisses,900
140,R8,DeepAuC,CacheMisses,900
140,R9,DeepAuC,CacheMisses,900
140,R10,DeepAuC,CacheMisses,900
140,R11,DeepAuC,CacheMisses,900
140,R12,DeepAuC,CacheMisses,900
140,R13,DeepAuC,CacheMisses,900
140,R14,DeepAuC,CacheMisses,900
140,R15,DeepAuC,CacheMisses,900
140,R16,DeepAuC,CacheMisses,900
140,R17,DeepAuC,CacheMisses,900
140,R18,DeepAuC,CacheMisses,900
140,R19,DeepAuC,CacheMisses,900
140,R20,DeepAuC,CacheMisses,900
140,R21,DeepAuC,CacheMisses,900
140,R22,DeepAuC,CacheMisses,900
140,R23,DeepAuC,CacheMisses,900
141,R1,DeepAuC,CacheHits,1712
141,R1,DeepAuC,CacheMisses,685
141,R2,DeepAuC,CacheHits,852
141,R2,DeepAuC,CacheMisses,686
141,R3,DeepAuC,CacheHits,852
141,R3,DeepAuC,CacheMisses,686
141,R4,DeepAuC,CacheMisses,899
141,R5,DeepAuC,CacheMisses,899
141,R6,DeepAuC,CacheMisses,899
141,R7,DeepAuC,CacheMisses,899
141,R8,DeepAuC,CacheMisses,899
141,R9,DeepAuC,CacheMisses,899
141,R10,DeepAuC,CacheMisses,899
141,R11,DeepAuC,CacheMisses,899
141,R12,DeepAuC,CacheMisses,899
141,R13,DeepAuC,CacheMisses,899
141,R14,DeepAuC,CacheMisses,899
141,R15,DeepAuC,CacheMisses,899
141,R16,DeepAuC,CacheMisses,899
141,R17,DeepAuC,CacheMisses,899
141,R18,DeepAuC,CacheMisses,899
141,R19,DeepAuC,CacheMisses,899
141,R20,DeepAuC,CacheMisses,899
141,R21,DeepAuC,CacheMisses,899
141,R22,DeepAuC,CacheMisses,899
141,R23,DeepAuC,CacheMisses,899
142,R1,DeepAuC,CacheHits,912
142,R1,DeepAuC,CacheMisses,697
142,R2,DeepAuC,CacheHits,480
142,R2,DeepAuC,CacheMisses,697
142,R3,DeepAuC,CacheHits,480
142,R3,DeepAuC,CacheMisses,697
142,R4,DeepAuC,CacheMisses,817
142,R5,DeepAuC,CacheMisses,811
142,R6,DeepAuC,CacheMisses,807
142,R7,DeepAuC,CacheMisses,811
142,R8,DeepAuC,CacheMisses,807
142,R9,DeepAuC,CacheMisses,807
142,R10,DeepAuC,CacheMisses,807
142,R11,DeepAuC,CacheMisses,817
142,R12,DeepAuC,CacheMisses,807
142,R13,DeepAuC,CacheMisses,807
142,R14,DeepAuC,CacheMisses,817
142,R15,DeepAuC,CacheMisses,817
142,R16,DeepAuC,CacheMisses,817
142,R17,DeepAuC,CacheMisses,811
142,R18,DeepAuC,CacheMisses,811
142,R19,DeepAuC,CacheMisses,807
142,R20,DeepAuC,CacheMisses,811
142,R21,DeepAuC,CacheMisses,807
142,R22,DeepAuC,CacheMisses,807
142,R23,DeepAuC,CacheMisses,807
143,R1,DeepAuC,CacheMisses,683
143,R2,DeepAuC,CacheMisses,683
143,R3,DeepAuC,CacheMisses,683
143,R4,DeepAuC,CacheMisses,683
143,R5,DeepAuC,CacheMisses,683
143,R6,DeepAuC,CacheMisses,685
143,R7,DeepAuC,CacheMisses,683
143,R8,DeepAuC,CacheMisses,685
143,R9,DeepAuC,CacheMisses,685
143,R10,DeepAuC,CacheMisses,685
143,R11,DeepAuC,CacheMisses,683
143,R12,DeepAuC,CacheMisses,685
143,R13,DeepAuC,CacheMisses,685
143,R14,DeepAuC,CacheMisses,683
143,R15,DeepAuC,CacheMisses,683
143,R16,DeepAuC,CacheMisses,683
143,R17,DeepAuC,CacheMisses,683
143,R18,DeepAuC,CacheMisses,683
143,R19,DeepAuC,CacheMisses,685
143,R20,DeepAuC,CacheMisses,683
143,R21,DeepAuC,CacheMisses,685
143,R22,DeepAuC,CacheMisses,685
143,R23,DeepAuC,CacheMisses,685
144,R1,DeepAuC,CacheMisses,691
144,R2,DeepAuC,CacheMisses,691
144,R3,DeepAuC,CacheMisses,691
144,R4,DeepAuC,CacheMisses,691
144,R5,DeepAuC,CacheMisses,691
144,R6,DeepAuC,CacheMisses,686
144,R7,DeepAuC,CacheMisses,691
144,R8,DeepAuC,CacheMisses,686
144,R9,DeepAuC,CacheMisses,686
144,R10,DeepAuC,CacheMisses,686
144,R11,DeepAuC,CacheMisses,691
144,R12,DeepAuC,CacheMisses,682
144,R13,DeepAuC,CacheMisses,682
144,R14,DeepAuC,CacheMisses,691
144,R15,DeepAuC,CacheMisses,691
144,R16,DeepAuC,CacheMisses,691
144,R17,DeepAuC,CacheMisses,691
144,R18,DeepAuC,CacheMisses,691
144,R19,DeepAuC,CacheMisses,680
144,R20,DeepAuC,CacheMisses,691
144,R21,DeepAuC,CacheMisses,686
144,R22,DeepAuC,CacheMisses,686
144,R23,DeepAuC,CacheMisses,682
145,R1,DeepAuC,CacheMisses,683
145,R2,DeepAuC,CacheMisses,683
145,R3,DeepAuC,CacheMisses,683
145,R4,DeepAuC,CacheMisses,683
145,R5,DeepAuC,CacheMisses,683
145,R6,DeepAuC,CacheMisses,687
145,R7,DeepAuC,CacheMisses,683
145,R8,DeepAuC,CacheMisses,687
145,R9,DeepAuC,CacheMisses,687
145,R10,DeepAuC,CacheMisses,687
145,R11,DeepAuC,CacheMisses,683
145,R12,DeepAuC,CacheMisses,691
145,R13,DeepAuC,CacheMisses,691
145,R14,DeepAuC,CacheMisses,683
145,R15,DeepAuC,CacheMisses,683
145,R16,DeepAuC,CacheMisses,683
145,R17,DeepAuC,CacheMisses,683
145,R18,DeepAuC,CacheMisses,683
145,R19,DeepAuC,CacheMisses,693
145,R20,DeepAuC,CacheMisses,683
145,R21,DeepAuC,CacheMisses,687
145,R22,DeepAuC,CacheMisses,687
145,R23,DeepAuC,CacheMisses,691
146,R1,DeepAuC,CacheMisses,678
146,R2,DeepAuC,CacheMisses,677
146,R3,DeepAuC,CacheMisses,677
146,R4,DeepAuC,CacheMisses,677
146,R5,DeepAuC,CacheMisses,678
146,R6,DeepAuC,CacheMisses,676
146,R7,DeepAuC,CacheMisses,678
146,R8,DeepAuC,CacheMisses,676
146,R9,DeepAuC,CacheMisses,676
146,R10,DeepAuC,CacheMisses,676
146,R11,DeepAuC,CacheMisses,677
146,R12,DeepAuC,CacheMisses,676
146,R13,DeepAuC,CacheMisses,676
146,R14,DeepAuC,CacheMisses,677
146,R15,DeepAuC,CacheMisses,677
146,R16,DeepAuC,CacheMisses,677
146,R17,DeepAuC,CacheMisses,678
146,R18,DeepAuC,CacheMisses,678
146,R19,DeepAuC,CacheMisses,676
146,R20,DeepAuC,CacheMisses,678
146,R21,DeepAuC,CacheMisses,676
146,R22,DeepAuC,CacheMisses,676
146,R23,DeepAuC,CacheMisses,676
147,R1,DeepAuC,CacheHits,504
147,R1,DeepAuC,CacheMisses,702
147,R2,DeepAuC,CacheHits,228
147,R2,DeepAuC,CacheMisses,703
147,R3,DeepAuC,CacheHits,228
147,R3,DeepAuC,CacheMisses,703
147,R4,DeepAuC,CacheMisses,760
147,R5,DeepAuC,CacheMisses,765
147,R6,DeepAuC,CacheMisses,770
147,R7,DeepAuC,CacheMisses,765
147,R8,DeepAuC,CacheMisses,770
147,R9,DeepAuC,CacheMisses,770
147,R10,DeepAuC,CacheMisses,770
147,R11,DeepAuC,CacheMisses,760
147,R12,DeepAuC,CacheMisses,770
147,R13,DeepAuC,CacheMisses,770
147,R14,DeepAuC,CacheMisses,760
147,R15,DeepAuC,CacheMisses,760
147,R16,DeepAuC,CacheMisses,760
147,R17,DeepAuC,CacheMisses,765
147,R18,DeepAuC,CacheMisses,765
147,R19,DeepAuC,CacheMisses,770
147,R20,DeepAuC,CacheMisses,765
147,R21,DeepAuC,CacheMisses,770
147,R22,DeepAuC,CacheMisses,770
147,R23,DeepAuC,CacheMisses,770
148,R1,DeepAuC,CacheHits,1752
148,R1,DeepAuC,CacheMisses,680
148,R2,DeepAuC,CacheHits,880
148,R2,DeepAuC,CacheMisses,679
148,R3,DeepAuC,CacheHits,880
148,R3,DeepAuC,CacheMisses,679
148,R4,DeepAuC,CacheMisses,899
148,R5,DeepAuC,CacheMisses,899
148,R6,DeepAuC,CacheMisses,899
148,R7,DeepAuC,CacheMisses,899
148,R8,DeepAuC,CacheMisses,899
148,R9,DeepAuC,CacheMisses,899
148,R10,DeepAuC,CacheMisses,899
148,R11,DeepAuC,CacheMisses,899
148,R12,DeepAuC,CacheMisses,899
148,R13,DeepAuC,CacheMisses,899
148,R14,DeepAuC,CacheMisses,899
148,R15,DeepAuC,CacheMisses,899
148,R16,DeepAuC,CacheMisses,899
148,R17,DeepAuC,CacheMisses,899
148,R18,DeepAuC,CacheMisses,899
148,R19,DeepAuC,CacheMisses,899
148,R20,DeepAuC,CacheMisses,899
148,R21,DeepAuC,CacheMisses,899
148,R22,DeepAuC,CacheMisses,899
148,R23,DeepAuC,CacheMisses,899
149,R1,DeepAuC,CacheHits,1704
149,R1,DeepAuC,CacheMisses,685
149,R2,DeepAuC,CacheHits,852
149,R2,DeepAuC,CacheMisses,685
149,R3,DeepAuC,CacheHits,852
149,R3,DeepAuC,CacheMisses,685
149,R4,DeepAuC,CacheMisses,898
149,R5,DeepAuC,CacheMisses,898
149,R6,DeepAuC,CacheMisses,898
149,R7,DeepAuC,CacheMisses,898
149,R8,DeepAuC,CacheMisses,898
149,R9,DeepAuC,CacheMisses,898
149,R10,DeepAuC,CacheMisses,898
149,R11,DeepAuC,CacheMisses,898
149,R12,DeepAuC,CacheMisses,898
149,R13,DeepAuC,CacheMisses,898
149,R14,DeepAuC,CacheMisses,898
149,R15,DeepAuC,CacheMisses,898
149,R16,DeepAuC,CacheMisses,898
149,R17,DeepAuC,CacheMisses,898
149,R18,DeepAuC,CacheMisses,898
149,R19,DeepAuC,CacheMisses,898
149,R20,DeepAuC,CacheMisses,898
149,R21,DeepAuC,CacheMisses,898
149,R22,DeepAuC,CacheMisses,898
149,R23,DeepAuC,CacheMisses,898
150,R1,DeepAuC,CacheHits,368
150,R1,DeepAuC,CacheMisses,703
150,R2,DeepAuC,CacheHits,204
150,R2,DeepAuC,CacheMisses,704
150,R3,DeepAuC,CacheHits,204
150,R3,DeepAuC,CacheMisses,704
150,R4,DeepAuC,CacheMisses,755
150,R5,DeepAuC,CacheMisses,749
150,R6,DeepAuC,CacheMisses,744
150,R7,DeepAuC,CacheMisses,749
150,R8,DeepAuC,CacheMisses,744
150,R9,DeepAuC,CacheMisses,744
150,R10,DeepAuC,CacheMisses,744
150,R11,DeepAuC,CacheMisses,755
150,R12,DeepAuC,CacheMisses,743
150,R13,DeepAuC,CacheMisses,743
150,R14,DeepAuC,CacheMisses,755
150,R15,DeepAuC,CacheMisses,755
150,R16,DeepAuC,CacheMisses,755
150,R17,DeepAuC,CacheMisses,749
150,R18,DeepAuC,CacheMisses,749
150,R19,DeepAuC,CacheMisses,743
150,R20,DeepAuC,CacheMisses,749
150,R21,DeepAuC,CacheMisses,744
150,R22,DeepAuC,CacheMisses,744
150,R23,DeepAuC,CacheMisses,743
151,R1,DeepAuC,CacheMisses,667
151,R2,DeepAuC,CacheMisses,666
151,R3,DeepAuC,CacheMisses,666
151,R4,DeepAuC,CacheMisses,666
151,R5,DeepAuC,CacheMisses,667
151,R6,DeepAuC,CacheMisses,666
151,R7,DeepAuC,CacheMisses,667
151,R8,DeepAuC,CacheMisses,666
151,R9,DeepAuC,CacheMisses,666
151,R10,DeepAuC,CacheMisses,666
151,R11,DeepAuC,CacheMisses,666
151,R12,DeepAuC,CacheMisses,667
151,R13,DeepAuC,CacheMisses,667
151,R14,DeepAuC,CacheMisses,666
151,R15,DeepAuC,CacheMisses,666
151,R16,DeepAuC,CacheMisses,666
151,R17,DeepAuC,CacheMisses,667
151,R18,DeepAuC,CacheMisses,667
151,R19,DeepAuC,CacheMisses,667
151,R20,DeepAuC,CacheMisses,667
151,R21,DeepAuC,CacheMisses,666
151,R22,DeepAuC,CacheMisses,666
151,R23,DeepAuC,CacheMisses,667
152,R1,DeepAuC,CacheMisses,687
152,R2,DeepAuC,CacheMisses,688
152,R3,DeepAuC,CacheMisses,688
152,R4,DeepAuC,CacheMisses,688
152,R5,DeepAuC,CacheMisses,687
152,R6,DeepAuC,CacheMisses,689
152,R7,DeepAuC,CacheMisses,687
152,R8,DeepAuC,CacheMisses,689
152,R9,DeepAuC,CacheMisses,689
152,R10,DeepAuC,CacheMisses,689
152,R11,DeepAuC,CacheMisses,688
152,R12,DeepAuC,CacheMisses,689
152,R13,DeepAuC,CacheMisses,689
152,R14,DeepAuC,CacheMisses,688
152,R15,DeepAuC,CacheMisses,688
152,R16,DeepAuC,CacheMisses,688
152,R17,DeepAuC,CacheMisses,687
152,R18,DeepAuC,CacheMisses,687
152,R19,DeepAuC,CacheMisses,689
152,R20,DeepAuC,CacheMisses,687
152,R21,DeepAuC,CacheMisses,689
152,R22,DeepAuC,CacheMisses,689
152,R23,DeepAuC,CacheMisses,689
153,R1,DeepAuC,CacheMisses,674
153,R2,DeepAuC,CacheMisses,674
153,R3,DeepAuC,CacheMisses,674
153,R4,DeepAuC,CacheMisses,674
153,R5,DeepAuC,CacheMisses,674
153,R6,DeepAuC,CacheMisses,671
153,R7,DeepAuC,CacheMisses,674
153,R8,DeepAuC,CacheMisses,671
153,R9,DeepAuC,CacheMisses,671
153,R10,DeepAuC,CacheMisses,671
153,R11,DeepAuC,CacheMisses,674
153,R12,DeepAuC,CacheMisses,668
153,R13,DeepAuC,CacheMisses,668
153,R14,DeepAuC,CacheMisses,674
153,R15,DeepAuC,CacheMisses,674
153,R16,DeepAuC,CacheMisses,674
153,R17,DeepAuC,CacheMisses,674
153,R18,DeepAuC,CacheMisses,674
153,R19,DeepAuC,CacheMisses,667
153,R20,DeepAuC,CacheMisses,674
153,R21,DeepAuC,CacheMisses,671
153,R22,DeepAuC,CacheMisses,671
153,R23,DeepAuC,CacheMisses,668
154,R1,DeepAuC,CacheMisses,664
154,R2,DeepAuC,CacheMisses,662
154,R3,DeepAuC,CacheMisses,662
154,R4,DeepAuC,CacheMisses,662
154,R5,DeepAuC,CacheMisses,664
154,R6,DeepAuC,CacheMisses,668
154,R7,DeepAuC,CacheMisses,664
154,R8,DeepAuC,CacheMisses,668
154,R9,DeepAuC,CacheMisses,668
154,R10,DeepAuC,CacheMisses,668
154,R11,DeepAuC,CacheMisses,662
154,R12,DeepAuC,CacheMisses,671
154,R13,DeepAuC,CacheMisses,671
154,R14,DeepAuC,CacheMisses,662
154,R15,DeepAuC,CacheMisses,662
154,R16,DeepAuC,CacheMisses,662
154,R17,DeepAuC,CacheMisses,664
154,R18,DeepAuC,CacheMisses,664
154,R19,DeepAuC,CacheMisses,672
154,R20,DeepAuC,CacheMisses,664
154,R21,DeepAuC,CacheMisses,668
154,R22,DeepAuC,CacheMisses,668
154,R23,DeepAuC,CacheMisses,671
155,R1,DeepAuC,CacheHits,992
155,R1,DeepAuC,CacheMisses,709
155,R2,DeepAuC,CacheHits,472
155,R2,DeepAuC,CacheMisses,711
155,R3,DeepAuC,CacheHits,472
155,R3,DeepAuC,CacheMisses,711
155,R4,DeepAuC,CacheMisses,829
155,R5,DeepAuC,CacheMisses,833
155,R6,DeepAuC,CacheMisses,836
155,R7,DeepAuC,CacheMisses,833
155,R8,DeepAuC,CacheMisses,836
155,R9,DeepAuC,CacheMisses,836
155,R10,DeepAuC,CacheMisses,836
155,R11,DeepAuC,CacheMisses,829
155,R12,DeepAuC,CacheMisses,836
155,R13,DeepAuC,CacheMisses,836
155,R14,DeepAuC,CacheMisses,829
155,R15,DeepAuC,CacheMisses,829
155,R16,DeepAuC,CacheMisses,829
155,R17,DeepAuC,CacheMisses,833
155,R18,DeepAuC,CacheMisses,833
155,R19,DeepAuC,CacheMisses,836
155,R20,DeepAuC,CacheMisses,833
155,R21,DeepAuC,CacheMisses,836
155,R22,DeepAuC,CacheMisses,836
155,R23,DeepAuC,CacheMisses,836
156,R1,DeepAuC,CacheHits,1880
156,R1,DeepAuC,CacheMisses,663
156,R2,DeepAuC,CacheHits,944
156,R2,DeepAuC,CacheMisses,662
156,R3,DeepAuC,CacheHits,944
156,R3,DeepAuC,CacheMisses,662
156,R4,DeepAuC,CacheMisses,898
156,R5,DeepAuC,CacheMisses,898
156,R6,DeepAuC,CacheMisses,898
156,R7,DeepAuC,CacheMisses,898
156,R8,DeepAuC,CacheMisses,898
156,R9,DeepAuC,CacheMisses,898
156,R10,DeepAuC,CacheMisses,898
156,R11,DeepAuC,CacheMisses,898
156,R12,DeepAuC,CacheMisses,898
156,R13,DeepAuC,CacheMisses,898
156,R14,DeepAuC,CacheMisses,898
156,R15,DeepAuC,CacheMisses,898
156,R16,DeepAuC,CacheMisses,898
156,R17,DeepAuC,CacheMisses,898
156,R18,DeepAuC,CacheMisses,898
156,R19,DeepAuC,CacheMisses,898
156,R20,DeepAuC,CacheMisses,898
156,R21,DeepAuC,CacheMisses,898
156,R22,DeepAuC,CacheMisses,898
156,R23,DeepAuC,CacheMisses,898
157,R1,DeepAuC,CacheHits,1568
157,R1,DeepAuC,CacheMisses,692
157,R2,DeepAuC,CacheHits,804
157,R2,DeepAuC,CacheMisses,693
157,R3,DeepAuC,CacheHits,804
157,R3,DeepAuC,CacheMisses,693
157,R4,DeepAuC,CacheMisses,894
157,R5,DeepAuC,CacheMisses,888
157,R6,DeepAuC,CacheMisses,886
157,R7,DeepAuC,CacheMisses,888
157,R8,DeepAuC,CacheMisses,886
157,R9,DeepAuC,CacheMisses,886
157,R10,DeepAuC,CacheMisses,886
157,R11,DeepAuC,CacheMisses,894
157,R12,DeepAuC,CacheMisses,886
157,R13,DeepAuC,CacheMisses,886
157,R14,DeepAuC,CacheMisses,894
157,R15,DeepAuC,CacheMisses,894
157,R16,DeepAuC,CacheMisses,894
157,R17,DeepAuC,CacheMisses,888
157,R18,DeepAuC,CacheMisses,888
157,R19,DeepAuC,CacheMisses,886
157,R20,DeepAuC,CacheMisses,888
