Time,DeepAuC
35,20.9183
35,41.8366
35,41.8293
35,41.8293
35,20.9146
35,20.9183
35,20.9146
35,20.9183
35,20.9146
35,41.8366
35,20.9146
35,41.8366
35,20.9146
35,41.8293
35,20.9146
35,41.8293
35,41.8293
35,20.9146
35,41.8293
35,20.9146
35,41.8366
35,20.9146
35,41.8366
35,20.9146
35,28.8055
35,20.9444
35,276.939
35,28.8055
35,20.9444
35,28.8055
35,20.9444
35,276.939
35,28.8055
35,20.9444
35,26.7106
35,20.9444
35,26.7106
35,20.9444
35,200.928
35,28.2764
35,20.9444
35,256.998
35,28.2764
35,20.9444
35,26.7106
35,20.9444
35,200.928
35,26.7106
35,20.9444
35,28.2764
35,20.9444
35,28.2764
35,20.9444
35,256.998
35,28.8055
35,20.9444
35,276.939
35,28.8055
35,20.9444
35,28.8055
35,20.9444
35,276.939
35,28.8055
35,20.9444
35,26.7106
35,20.9444
35,200.928
35,26.7106
35,20.9444
35,20.9533
35,20.9444
35,20.9533
35,20.9444
35,36.1742
35,20.9533
35,20.9444
35,28.2764
35,20.9444
35,256.998
35,28.2764
35,20.9444
35,256.998
35,28.2764
35,20.9444
35,28.2764
35,20.9444
35,26.7106
35,20.9444
35,200.928
35,26.7106
35,20.9444
35,26.7106
35,20.9444
35,200.928
35,26.7106
35,20.9444
35,28.8055
35,20.9444
35,28.8055
35,20.9444
35,276.939
35,28.2764
35,20.9444
35,256.998
35,20.9533
35,20.9444
35,36.1742
35,28.2764
35,20.9444
35,28.8055
35,20.9444
35,276.939
35,28.8055
35,20.9444
35,20.9533
35,20.9444
35,20.9533
35,20.9444
35,722.914
35,20.9533
35,20.9444
35,20.9533
35,20.9444
35,722.914
35,28.8055
35,20.9444
35,28.8055
35,20.9444
35,276.939
35,28.2764
35,20.9444
35,256.998
35,28.2764
35,20.9444
35,28.2764
35,20.9444
35,28.2764
35,20.9444
35,256.998
35,41.8293
35,41.8293
35,20.9146
35,41.8366
35,20.9146
35,41.8366
35,20.9146
35,20.9183
35,20.9533
35,41.8293
35,20.9533
35,20.9183
35,20.9533
35,41.8293
35,20.9533
35,41.9067
35,41.9067
35,20.9533
35,41.8293
35,20.9533
35,41.9067
35,41.9067
35,20.9533
35,41.8293
35,20.9533
35,41.8887
35,20.9146
35,20.9444
35,20.9146
35,20.9444
35,41.8887
35,20.9444
35,39.8825
35,1408.94
35,39.8825
35,39.8825
35,1408.94
35,39.8825
35,30.4143
35,1043.9
35,28.0213
35,992.889
35,21.3294
35,781.097
36,40.0731
36,264.079
36,40.0731
36,20.0365
36,264.079
36,7.69781
36,264.079
36,40.0731
36,264.079
36,40.0731
36,20.0365
36,264.079
36,7.69781
36,264.079
36,40.0731
36,20.0365
36,264.079
36,40.0731
36,264.079
36,7.69781
36,264.079
36,40.0731
36,20.0365
36,264.079
36,40.0731
36,264.079
36,7.69781
36,264.079
36,40.0731
36,20.0365
36,264.079
36,40.0731
36,264.079
36,7.69781
36,264.079
36,40.0731
36,264.079
36,40.0731
36,20.0365
36,264.079
36,7.69781
36,264.079
36,40.0731
36,264.079
36,40.0731
36,20.0365
36,264.079
36,7.69781
36,264.079
36,40.0731
36,20.0364
36,247.406
36,40.0731
36,247.406
36,6.92568
36,247.406
36,40.0731
36,20.0364
36,247.406
36,40.0731
36,247.406
36,6.92568
36,247.406
36,40.0731
36,20.0364
36,247.406
36,40.0731
36,247.406
36,6.92568
36,247.406
36,40.0731
36,247.406
36,40.0731
36,20.0364
36,247.406
36,6.92568
36,247.406
36,40.0731
36,247.406
36,40.0731
36,20.0364
36,247.406
36,6.92568
36,247.406
36,40.0731
36,20.0364
36,247.406
36,40.0731
36,247.406
36,6.92568
36,247.406
36,40.0731
36,20.0364
36,247.406
36,40.0731
36,247.406
36,6.92568
36,247.406
36,40.0731
36,20.0361
36,196.965
36,40.0731
36,196.965
36,5.41304
36,196.965
36,40.0731
36,196.965
36,40.0731
36,20.0361
36,196.965
36,5.41304
36,196.965
36,40.0731
36,196.965
36,40.0731
36,20.0361
36,196.965
36,5.41304
36,196.965
36,40.0731
36,20.0365
36,40.0731
36,40.0731
36,20.0361
36,196.965
36,40.0731
36,196.965
36,5.41304
36,196.965
36,40.0731
36,20.0361
36,196.965
36,40.0731
36,196.965
36,5.41304
36,196.965
36,19.8867
36,1406.35
36,19.8867
36,1406.35
36,19.907
36,19.8867
36,702.623
36,40.1565
36,716.806
36,19.907
36,19.8867
36,702.623
36,40.1565
36,19.8867
36,13.6328
36,40.1565
36,19.8867
36,13.6328
36,40.1565
36,19.8867
36,13.6328
36,19.907
36,1406.67
36,19.907
36,1406.67
36,39.814
36,703.336
36,39.814
36,19.907
36,40.2048
36,19.907
36,13.909
36,40.2048
36,19.907
36,13.909
36,39.814
36,702.463
36,19.907
36,19.907
36,702.463
36,39.814
36,19.907
36,19.907
36,19.907
36,702.463
36,40.2048
36,19.907
36,13.909
36,40.2048
36,19.907
36,13.909
36,39.825
36,20.1024
36,28.1872
36,39.825
36,20.1024
36,28.1872
36,40.2048
36,7.07003
36,40.2048
36,20.1024
36,39.8499
36,20.0782
36,27.923
36,39.8499
36,20.0782
36,27.923
36,40.1565
36,6.95851
36,40.1565
36,20.0782
36,39.7695
36,20.0383
36,25.6622
36,39.7695
36,20.0383
36,25.6622
36,40.0766
36,6.68848
36,40.0766
36,20.0383
36,20.1024
36,20.0782
36,7.13384
36,20.1024
36,20.0782
36,7.13384
36,40.1565
36,7.13384
36,40.1565
36,20.0782
36,20.1024
36,20.0782
36,20.1024
36,20.0782
36,20.1024
36,20.0383
36,7.05415
36,20.1024
36,20.0383
36,7.05415
36,20.1024
36,20.0383
36,7.22949
36,40.2048
36,20.0383
36,20.1024
36,20.0383
36,7.22949
36,40.2048
36,20.0383
36,20.1024
36,20.0383
36,20.1024
36,20.0383
36,20.1024
36,20.0383
36,40.0766
36,7.05415
36,20.1024
36,20.0383
36,40.0766
36,20.0383
36,19.8638
36,20.0383
36,712.598
36,19.8638
36,20.0383
36,712.598
36,40.1565
36,20.0383
36,40.1565
36,20.0383
36,40.0766
36,20.0383
36,40.0766
36,705.248
36,40.0766
36,20.0383
36,40.0766
36,20.0383
36,40.0766
36,40.1565
36,20.0383
36,40.1565
36,20.0383
36,40.0766
36,20.0383
36,40.2048
36,40.2048
36,20.1024
36,40.2048
36,20.1024
36,40.2048
36,20.1024
36,20.1024
36,20.1024
36,20.1024
36,20.1024
36,20.0782
36,20.0365
36,6.77886
36,40.0766
36,20.0365
36,20.0782
36,20.0365
36,6.77886
36,40.0766
36,20.0365
36,40.1565
36,20.0365
36,40.1565
36,20.0365
36,20.0782
36,20.0365
36,7.14979
36,40.0731
36,7.14447
36,20.0782
36,20.0365
36,7.14979
36,20.0782
36,20.0365
36,40.0731
36,20.0365
36,20.0782
36,20.0365
36,40.0766
36,20.0365
36,20.0782
36,20.0365
36,20.0782
36,20.0365
36,40.0766
36,20.0365
36,20.0782
36,20.0365
36,705.689
36,40.0731
36,705.689
36,20.0782
36,20.0365
36,705.689
36,40.0731
36,20.0365
36,40.2048
36,40.2048
36,20.1024
36,40.2048
36,20.1024
36,40.2048
36,20.1024
36,40.2048
36,20.1024
36,40.2048
36,20.1024
36,40.2048
36,40.2048
36,20.1024
36,40.2048
36,20.1024
36,20.1024
36,20.1024
36,20.1024
36,20.1024
36,40.2048
36,40.1565
36,40.1565
36,20.0782
36,20.1024
36,20.0782
36,20.1024
36,20.0782
36,40.2048
36,20.0782
36,40.2048
36,20.0782
36,40.1565
36,20.0782
36,40.1565
36,40.1565
36,20.0782
36,40.1565
36,20.0782
36,40.2048
36,20.0782
36,40.2048
36,20.0782
36,27.7361
36,20.0365
36,264.031
36,27.7361
36,20.0365
36,27.7361
36,20.0365
36,264.031
36,27.7361
36,20.0365
36,25.4491
36,20.0365
36,25.4491
36,20.0365
36,196.167
36,26.9639
36,20.0365
36,247.39
36,26.9639
36,20.0365
36,25.4491
36,20.0365
36,196.167
36,25.4491
36,20.0365
36,26.9639
36,20.0365
36,26.9639
36,20.0365
36,247.39
36,27.7361
36,20.0365
36,264.031
36,27.7361
36,20.0365
36,27.7361
36,20.0365
36,264.031
36,27.7361
36,20.0365
36,25.4491
36,20.0365
36,196.167
36,25.4491
36,20.0365
36,20.0383
36,20.0365
36,20.0383
36,20.0365
36,7.23483
36,20.0383
36,20.0365
36,26.9639
36,20.0365
36,247.39
36,26.9639
36,20.0365
36,247.39
36,26.9639
36,20.0365
36,26.9639
36,20.0365
36,25.4491
36,20.0365
36,196.167
36,25.4491
36,20.0365
36,25.4491
36,20.0365
36,196.167
36,25.4491
36,20.0365
36,27.7361
36,20.0365
36,27.7361
36,20.0365
36,264.031
36,26.9639
36,20.0365
36,247.39
36,20.0383
36,20.0365
36,7.23483
36,26.9639
36,20.0365
36,27.7361
36,20.0365
36,264.031
36,27.7361
36,20.0365
36,20.0383
36,20.0365
36,20.0383
36,20.0365
36,705.198
36,20.0383
36,20.0365
36,20.0383
36,20.0365
36,705.198
36,27.7361
36,20.0365
36,27.7361
36,20.0365
36,264.031
36,26.9639
36,20.0365
36,247.39
36,26.9639
36,20.0365
36,26.9639
36,20.0365
36,26.9639
36,20.0365
36,247.39
36,40.1565
36,40.1565
36,20.0782
36,40.2048
36,20.0782
36,40.2048
36,20.0782
36,20.1024
36,20.0383
36,40.1565
36,20.0383
36,20.1024
36,20.0383
36,40.1565
36,20.0383
36,40.0766
36,40.0766
36,20.0383
36,40.1565
36,20.0383
36,40.0766
36,40.0766
36,20.0383
36,40.1565
36,20.0383
36,40.0731
36,20.0782
36,20.0365
36,20.0782
36,20.0365
36,40.0731
36,20.0365
36,39.814
36,1406.35
36,39.814
36,39.814
36,1406.35
36,39.814
36,30.6891
36,1053.33
36,27.6355
36,979.218
36,21.3034
36,780.144
37,40.5021
37,263.122
37,40.5021
37,20.251
37,263.122
37,7.788
37,263.122
37,40.5021
37,263.122
37,40.5021
37,20.251
37,263.122
37,7.788
37,263.122
37,40.5021
37,20.251
37,263.122
37,40.5021
37,263.122
37,7.788
37,263.122
37,40.5021
37,20.251
37,263.122
37,40.5021
37,263.122
37,7.788
37,263.122
37,40.5021
37,20.251
37,263.122
37,40.5021
37,263.122
37,7.788
37,263.122
37,40.5021
37,263.122
37,40.5021
37,20.251
37,263.122
37,7.788
37,263.122
37,40.5021
37,263.122
37,40.5021
37,20.251
37,263.122
37,7.788
37,263.122
37,40.5021
37,20.251
37,241.32
37,40.5021
37,241.32
37,6.93982
37,241.32
37,40.5021
37,20.251
37,241.32
37,40.5021
37,241.32
37,6.93982
37,241.32
37,40.5021
37,20.251
37,241.32
37,40.5021
37,241.32
37,6.93982
37,241.32
37,40.5021
37,241.32
37,40.5021
37,20.251
37,241.32
37,6.93982
37,241.32
37,40.5021
37,241.32
37,40.5021
37,20.251
37,241.32
37,6.93982
37,241.32
37,40.5021
37,20.251
37,241.32
37,40.5021
37,241.32
37,6.93982
37,241.32
37,40.5021
37,20.251
37,241.32
37,40.5021
37,241.32
37,6.93982
37,241.32
37,40.5021
37,20.251
37,199.523
37,40.5021
37,199.523
37,5.52323
37,199.523
37,40.5021
37,199.523
37,40.5021
37,20.251
37,199.523
37,5.52323
37,199.523
37,40.5021
37,199.523
37,40.5021
37,20.251
37,199.523
37,5.52323
37,199.523
37,40.5021
37,20.2511
37,40.5021
37,40.5021
37,20.251
37,199.523
37,40.5021
37,199.523
37,5.52323
37,199.523
37,40.5021
37,20.251
37,199.523
37,40.5021
37,199.523
37,5.52323
37,199.523
37,20.1039
37,1419.11
37,20.1039
37,1419.11
37,20.0837
37,20.1039
37,703.628
37,40.2844
37,712.28
37,20.0837
37,20.1039
37,703.628
37,40.2844
37,20.1039
37,2.72655
37,40.2844
37,20.1039
37,2.72655
37,40.2844
37,20.1039
37,2.72655
37,20.0837
37,1419.17
37,20.0837
37,1419.17
37,40.1675
37,709.586
37,40.1675
37,20.0837
37,40.2457
37,20.0837
37,2.78181
37,40.2457
37,20.0837
37,2.78181
37,40.1675
37,706.92
37,20.0837
37,20.0837
37,706.92
37,40.1675
37,20.0837
37,20.0837
37,20.0837
37,706.92
37,40.2457
37,20.0837
37,2.78181
37,40.2457
37,20.0837
37,2.78181
37,40.1697
37,20.1228
37,5.63745
37,40.1697
37,20.1228
37,5.63745
37,40.2457
37,1.41401
37,40.2457
37,20.1228
37,40.1747
37,20.1422
37,5.5846
37,40.1747
37,20.1422
37,5.5846
37,40.2844
37,1.3917
37,40.2844
37,20.1422
37,40.1586
37,20.2061
37,5.13244
37,40.1586
37,20.2061
37,5.13244
37,40.4122
37,1.3377
37,40.4122
37,20.2061
37,20.1228
37,20.1422
37,1.42677
37,20.1228
37,20.1422
37,1.42677
37,40.2844
37,1.42677
37,40.2844
37,20.1422
37,20.1228
37,20.1422
37,20.1228
37,20.1422
37,20.1228
37,20.2061
37,1.41083
37,20.1228
37,20.2061
37,1.41083
37,20.1228
37,20.2061
37,1.4459
37,40.2457
37,20.2061
37,20.1228
37,20.2061
37,1.4459
37,40.2457
37,20.2061
37,20.1228
37,20.2061
37,20.1228
37,20.2061
37,20.1228
37,20.2061
37,40.4122
37,1.41083
37,20.1228
37,20.2061
37,40.4122
37,20.2061
37,20.0751
37,20.2061
37,711.438
37,20.0751
37,20.2061
37,711.438
37,40.2844
37,20.2061
37,40.2844
37,20.2061
37,40.4122
37,20.2061
37,40.4122
37,709.968
37,40.4122
37,20.2061
37,40.4122
37,20.2061
37,40.4122
37,40.2844
37,20.2061
37,40.2844
37,20.2061
37,40.4122
37,20.2061
37,40.2457
37,40.2457
37,20.1228
37,40.2457
37,20.1228
37,40.2457
37,20.1228
37,20.1228
37,20.1228
37,20.1228
37,20.1228
37,20.1422
37,20.2511
37,1.35577
37,40.4122
37,20.2511
37,20.1422
37,20.2511
37,1.35577
37,40.4122
37,20.2511
37,40.2844
37,20.2511
37,40.2844
37,20.2511
37,20.1422
37,20.2511
37,1.42996
37,40.5021
37,1.42889
37,20.1422
37,20.2511
37,1.42996
37,20.1422
37,20.2511
37,40.5021
37,20.2511
37,20.1422
37,20.2511
37,40.4122
37,20.2511
37,20.1422
37,20.2511
37,20.1422
37,20.2511
37,40.4122
37,20.2511
37,20.1422
37,20.2511
37,708.395
37,40.5021
37,708.395
37,20.1422
37,20.2511
37,708.395
37,40.5021
37,20.2511
37,40.2457
37,40.2457
37,20.1228
37,40.2457
37,20.1228
37,40.2457
37,20.1228
37,40.2457
37,20.1228
37,40.2457
37,20.1228
37,40.2457
37,40.2457
37,20.1228
37,40.2457
37,20.1228
37,20.1228
37,20.1228
37,20.1228
37,20.1228
37,40.2457
37,40.2844
37,40.2844
37,20.1422
37,20.1228
37,20.1422
37,20.1228
37,20.1422
37,40.2457
37,20.1422
37,40.2457
37,20.1422
37,40.2844
37,20.1422
37,40.2844
37,40.2844
37,20.1422
37,40.2844
37,20.1422
37,40.2457
37,20.1422
37,40.2457
37,20.1422
37,27.9941
37,20.2511
37,263.113
37,27.9941
37,20.2511
37,27.9941
37,20.2511
37,263.113
37,27.9941
37,20.2511
37,25.7742
37,20.2511
37,25.7742
37,20.2511
37,200.193
37,27.1459
37,20.2511
37,241.316
37,27.1459
37,20.2511
37,25.7742
37,20.2511
37,200.193
37,25.7742
37,20.2511
37,27.1459
37,20.2511
37,27.1459
37,20.2511
37,241.316
37,27.9941
37,20.2511
37,263.113
37,27.9941
37,20.2511
37,27.9941
37,20.2511
37,263.113
37,27.9941
37,20.2511
37,25.7742
37,20.2511
37,200.193
37,25.7742
37,20.2511
37,20.2061
37,20.2511
37,20.2061
37,20.2511
37,1.44697
37,20.2061
37,20.2511
37,27.1459
37,20.2511
37,241.316
37,27.1459
37,20.2511
37,241.316
37,27.1459
37,20.2511
37,27.1459
37,20.2511
37,25.7742
37,20.2511
37,200.193
37,25.7742
37,20.2511
37,25.7742
37,20.2511
37,200.193
37,25.7742
37,20.2511
37,27.9941
37,20.2511
37,27.9941
37,20.2511
37,263.113
37,27.1459
37,20.2511
37,241.316
37,20.2061
37,20.2511
37,1.44697
37,27.1459
37,20.2511
37,27.9941
37,20.2511
37,263.113
37,27.9941
37,20.2511
37,20.2061
37,20.2511
37,20.2061
37,20.2511
37,704.144
37,20.2061
37,20.2511
37,20.2061
37,20.2511
37,704.144
37,27.9941
37,20.2511
37,27.9941
37,20.2511
37,263.113
37,27.1459
37,20.2511
37,241.316
37,27.1459
37,20.2511
37,27.1459
37,20.2511
37,27.1459
37,20.2511
37,241.316
37,40.2844
37,40.2844
37,20.1422
37,40.2457
37,20.1422
37,40.2457
37,20.1422
37,20.1228
37,20.2061
37,40.2844
37,20.2061
37,20.1228
37,20.2061
37,40.2844
37,20.2061
37,40.4122
37,40.4122
37,20.2061
37,40.2844
37,20.2061
37,40.4122
37,40.4122
37,20.2061
37,40.2844
37,20.2061
37,40.5021
37,20.1422
37,20.2511
37,20.1422
37,20.2511
37,40.5021
37,20.2511
37,40.1675
37,1419.11
37,40.1675
37,40.1675
37,1419.11
37,40.1675
37,30.8409
37,1058.54
37,27.6521
37,979.806
37,21.8419
37,799.866
38,39.5551
38,261.268
38,39.5551
38,19.7776
38,261.268
38,7.53963
38,261.268
38,39.5551
38,261.268
38,39.5551
38,19.7776
38,261.268
38,7.53963
38,261.268
38,39.5551
38,19.7776
38,261.268
38,39.5551
38,261.268
38,7.53963
38,261.268
38,39.5551
38,19.7776
38,261.268
38,39.5551
38,261.268
38,7.53963
38,261.268
38,39.5551
38,19.7776
38,261.268
38,39.5551
38,261.268
38,7.53963
38,261.268
38,39.5551
38,261.268
38,39.5551
38,19.7776
38,261.268
38,7.53963
38,261.268
38,39.5551
38,261.268
38,39.5551
38,19.7776
38,261.268
38,7.53963
38,261.268
38,39.5551
38,19.7775
38,248.407
38,39.5551
38,248.407
38,6.91921
38,248.407
38,39.5551
38,19.7775
38,248.407
38,39.5551
38,248.407
38,6.91921
38,248.407
38,39.5551
38,19.7775
38,248.407
38,39.5551
38,248.407
38,6.91921
38,248.407
38,39.5551
38,248.407
38,39.5551
38,19.7775
38,248.407
38,6.91921
38,248.407
38,39.5551
38,248.407
38,39.5551
38,19.7775
38,248.407
38,6.91921
38,248.407
38,39.5551
38,19.7775
38,248.407
38,39.5551
38,248.407
38,6.91921
38,248.407
38,39.5551
38,19.7775
38,248.407
38,39.5551
38,248.407
38,6.91921
38,248.407
38,39.5551
38,19.7775
38,198.375
38,39.5551
38,198.375
38,5.31871
38,198.375
38,39.5551
38,198.375
38,39.5551
38,19.7775
38,198.375
38,5.31871
38,198.375
38,39.5551
38,198.375
38,39.5551
38,19.7775
38,198.375
38,5.31871
38,198.375
38,39.5551
38,19.7776
38,39.5551
38,39.5551
38,19.7775
38,198.375
38,39.5551
38,198.375
38,5.31871
38,198.375
38,39.5551
38,19.7775
38,198.375
38,39.5551
38,198.375
38,5.31871
38,198.375
38,19.7481
38,1393.42
38,19.7481
38,1393.42
38,19.7207
38,19.7481
38,707.153
38,39.5116
38,697.257
38,19.7207
38,19.7481
38,707.153
38,39.5116
38,19.7481
38,0.545311
38,39.5116
38,19.7481
38,0.545311
38,39.5116
38,19.7481
38,0.545311
38,19.7207
38,1401.73
38,19.7207
38,1401.73
38,39.4413
38,700.867
38,39.4413
38,19.7207
38,39.4569
38,19.7207
38,0.556362
38,39.4569
38,19.7207
38,0.556362
38,39.4413
38,704.488
38,19.766
38,19.7207
38,704.488
38,39.4413
38,19.7207
38,19.766
38,19.7207
38,704.488
38,39.4569
38,19.7207
38,0.556362
38,39.4569
38,19.7207
38,0.556362
38,39.5324
38,19.7285
38,1.12749
38,39.5324
38,19.7285
38,1.12749
38,39.4569
38,0.282801
38,39.4569
38,19.7285
38,39.4427
38,19.7558
38,1.11692
38,39.4427
38,19.7558
38,1.11692
38,39.5116
38,0.27834
38,39.5116
38,19.7558
38,39.4395
38,19.7686
38,1.02649
38,39.4395
38,19.7686
38,1.02649
38,39.5371
38,0.267539
38,39.5371
38,19.7686
38,19.7285
38,19.7558
38,0.285354
38,19.7285
38,19.7558
38,0.285354
38,39.5116
38,0.285354
38,39.5116
38,19.7558
38,19.7285
38,19.7558
38,19.7285
38,19.7558
38,19.7285
38,19.7686
38,0.282166
38,19.7285
38,19.7686
38,0.282166
38,19.7285
38,19.7686
38,0.289179
38,39.4569
38,19.7686
38,19.7285
38,19.7686
38,0.289179
38,39.4569
38,19.7686
38,19.7285
38,19.7686
38,19.7285
38,19.7686
38,19.7285
38,19.7686
38,39.5371
38,0.282166
38,19.7285
38,19.7686
38,39.5371
38,19.7686
38,19.7189
38,19.7686
38,700.41
38,19.7189
38,19.7686
38,700.41
38,39.5116
38,19.7686
38,39.5116
38,19.7686
38,39.5371
38,19.7686
38,39.5371
38,700.116
38,39.5371
38,19.7686
38,39.5371
38,19.7686
38,39.5371
38,39.5116
38,19.7686
38,39.5116
38,19.7686
38,39.5371
38,19.7686
38,39.4569
38,39.4569
38,19.7285
38,39.4569
38,19.7285
38,39.4569
38,19.7285
38,19.7738
38,19.7285
38,19.7738
38,19.7285
38,19.7558
38,19.7776
38,0.271154
38,39.5371
38,19.7776
38,19.7558
38,19.7776
38,0.271154
38,39.5371
38,19.7776
38,39.5116
38,19.7776
38,39.5116
38,19.7776
38,19.7558
38,19.7776
38,0.285992
38,39.5551
38,0.285779
38,19.7558
38,19.7776
38,0.285992
38,19.7558
38,19.7776
38,39.5551
38,19.7776
38,19.7558
38,19.7776
38,39.5371
38,19.7776
38,19.7558
38,19.7776
38,19.7558
38,19.7776
38,39.5371
38,19.7776
38,19.7558
38,19.7776
38,702.291
38,39.5551
38,702.291
38,19.7558
38,19.7776
38,702.291
38,39.5551
38,19.7776
38,39.4569
38,39.5476
38,19.7285
38,39.4569
38,19.7285
38,39.5476
38,19.7285
38,39.5476
38,19.7285
38,39.5476
38,19.7285
38,39.4569
38,39.4569
38,19.7285
38,39.4569
38,19.7285
38,19.7738
38,19.7285
38,19.7738
38,19.7285
38,39.4569
38,39.5116
38,39.5116
38,19.7558
38,19.7285
38,19.7558
38,19.7285
38,19.7558
38,39.4569
38,19.7558
38,39.4569
38,19.7558
38,39.5116
38,19.7558
38,39.5116
38,39.5116
38,19.7558
38,39.5116
38,19.7558
38,39.4569
38,19.7558
38,39.4569
38,19.7558
38,27.3082
38,19.7776
38,261.266
38,27.3082
38,19.7776
38,27.3082
38,19.7776
38,261.266
38,27.3082
38,19.7776
38,25.0962
38,19.7776
38,25.0962
38,19.7776
38,197.679
38,26.6878
38,19.7776
38,248.406
38,26.6878
38,19.7776
38,25.0962
38,19.7776
38,197.679
38,25.0962
38,19.7776
38,26.6878
38,19.7776
38,26.6878
38,19.7776
38,248.406
38,27.3082
38,19.7776
38,261.266
38,27.3082
38,19.7776
38,27.3082
38,19.7776
38,261.266
38,27.3082
38,19.7776
38,25.0962
38,19.7776
38,197.679
38,25.0962
38,19.7776
38,19.7686
38,19.7776
38,19.7686
38,19.7776
38,0.289393
38,19.7686
38,19.7776
38,26.6878
38,19.7776
38,248.406
38,26.6878
38,19.7776
38,248.406
38,26.6878
38,19.7776
38,26.6878
38,19.7776
38,25.0962
38,19.7776
38,197.679
38,25.0962
38,19.7776
38,25.0962
38,19.7776
38,197.679
38,25.0962
38,19.7776
38,27.3082
38,19.7776
38,27.3082
38,19.7776
38,261.266
38,26.6878
38,19.7776
38,248.406
38,19.7686
38,19.7776
38,0.289393
38,26.6878
38,19.7776
38,27.3082
38,19.7776
38,261.266
38,27.3082
38,19.7776
38,19.7686
38,19.7776
38,19.7686
38,19.7776
38,707.256
38,19.7686
38,19.7776
38,19.7686
38,19.7776
38,707.256
38,27.3082
38,19.7776
38,27.3082
38,19.7776
38,261.266
38,26.6878
38,19.7776
38,248.406
38,26.6878
38,19.7776
38,26.6878
38,19.7776
38,26.6878
38,19.7776
38,248.406
38,39.5116
38,39.5116
38,19.7558
38,39.4569
38,19.7558
38,39.4569
38,19.7558
38,19.7285
38,19.7686
38,39.5116
38,19.7686
38,19.7285
38,19.7686
38,39.5116
38,19.7686
38,39.5371
38,39.5371
38,19.7686
38,39.5116
38,19.7686
38,39.5371
38,39.5371
38,19.7686
38,39.5116
38,19.7686
38,39.5551
38,19.7558
38,19.7776
38,19.7558
38,19.7776
38,39.5551
38,19.7776
38,39.5319
38,1396.74
38,39.4413
38,39.4413
38,1393.42
38,39.5319
38,30.0963
38,1032.98
38,27.5617
38,976.602
38,21.3153
38,780.58
39,41.236
39,260.897
39,41.236
39,20.618
39,260.897
39,7.87746
39,260.897
39,41.236
39,260.897
39,41.236
39,20.618
39,260.897
39,7.87746
39,260.897
39,41.236
39,20.618
39,260.897
39,41.236
39,260.897
39,7.87746
39,260.897
39,41.236
39,20.618
39,260.897
39,41.236
39,260.897
39,7.87746
39,260.897
39,41.236
39,20.618
39,260.897
39,41.236
39,260.897
39,7.87746
39,260.897
39,41.236
39,260.897
39,41.236
39,20.618
39,260.897
39,7.87746
39,260.897
39,41.236
39,260.897
39,41.236
39,20.618
39,260.897
39,7.87746
39,260.897
39,41.236
39,20.618
39,239.028
39,41.236
39,239.028
39,7.03228
39,239.028
39,41.236
39,20.618
39,239.028
39,41.236
39,239.028
39,7.03228
39,239.028
39,41.236
39,20.618
39,239.028
39,41.236
39,239.028
39,7.03228
39,239.028
39,41.236
39,239.028
39,41.236
39,20.618
39,239.028
39,7.03228
39,239.028
39,41.236
39,239.028
39,41.236
39,20.618
39,239.028
39,7.03228
39,239.028
39,41.236
39,20.618
39,239.028
39,41.236
39,239.028
39,7.03228
39,239.028
39,41.236
39,20.618
39,239.028
39,41.236
39,239.028
39,7.03228
39,239.028
39,41.236
39,20.618
39,191.508
39,41.236
39,191.508
39,5.70827
39,191.508
39,41.236
39,191.508
39,41.236
39,20.618
39,191.508
39,5.70827
39,191.508
39,41.236
39,191.508
39,41.236
39,20.618
39,191.508
39,5.70827
39,191.508
39,41.236
39,20.618
39,41.236
39,41.236
39,20.618
39,191.508
39,41.236
39,191.508
39,5.70827
39,191.508
39,41.236
39,20.618
39,191.508
39,41.236
39,191.508
39,5.70827
39,191.508
39,20.1254
39,1424.83
39,20.1254
39,1424.83
39,20.1676
39,20.1254
39,702.882
39,41.0914
39,742.417
39,20.1676
39,20.1254
39,702.882
39,41.0914
39,20.1254
39,29.9997
39,41.0914
39,20.1254
39,29.9997
39,41.0914
39,20.1254
39,29.9997
39,20.1676
39,1416.54
39,20.1676
39,1416.54
39,40.3351
39,708.27
39,40.3351
39,20.1676
39,40.8945
39,20.1676
39,20.0363
39,40.8945
39,20.1676
39,20.0363
39,40.3351
39,703.18
39,20.1313
39,20.1676
39,703.18
39,40.3351
39,20.1676
39,20.1313
39,20.1676
39,703.18
39,40.8945
39,20.1676
39,20.0363
39,40.8945
39,20.1676
39,20.0363
39,40.0737
39,20.4473
39,40.0755
39,40.0737
39,20.4473
39,40.0755
39,40.8945
39,10.0191
39,40.8945
39,20.4473
39,40.3354
39,20.5457
39,40.0734
39,40.3354
39,20.5457
39,40.0734
39,41.0914
39,10.0182
39,41.0914
39,20.5457
39,40.3348
39,20.6162
39,40.0553
39,40.3348
39,20.6162
39,40.0553
39,41.2324
39,10.016
39,41.2324
39,20.6162
39,20.4473
39,20.5457
39,8.35941
39,20.4473
39,20.5457
39,8.35941
39,41.0914
39,8.35941
39,41.0914
39,20.5457
39,20.4473
39,20.5457
39,20.4473
39,20.5457
39,20.4473
39,20.6162
39,10.0189
39,20.4473
39,20.6162
39,10.0189
39,20.4473
39,20.6162
39,5.86877
39,40.8945
39,20.6162
39,20.4473
39,20.6162
39,5.86877
39,40.8945
39,20.6162
39,20.4473
39,20.6162
39,20.4473
39,20.6162
39,20.4473
39,20.6162
39,41.2324
39,10.0189
